reviewer,projects_nbr,rev_status
22522,2,Non core
22523,1,Non core
22524,5,Non core
22525,16,Non core
22534,4,Non core
22555,1,Non core
22557,1,Non core
22559,2,Non core
22560,4,Non core
22562,1,Non core
22566,2,Non core
22573,2,Non core
22574,8,Non core
22575,1,Non core
22578,1,Non core
22582,27,Non core
22586,1,Non core
22587,13,Non core
22588,4,Non core
22589,25,Non core
22590,3,Non core
22595,16,Non core
22598,1,Non core
22600,13,Non core
22601,1,Non core
22604,13,Non core
22607,1,Non core
22608,5,Non core
22619,2,Non core
22620,2,Non core
22623,78,Core
22629,29,Core
22636,10,Non core
22643,1,Non core
22650,2,Non core
22653,1,Non core
22655,1,Non core
22664,3,Non core
22670,4,Non core
22678,4,Non core
22680,1,Non core
22683,4,Non core
22687,4,Non core
22689,18,Non core
22692,3,Non core
22694,15,Non core
22696,6,Non core
22700,8,Non core
22711,2,Non core
22713,3,Non core
22714,3,Non core
22720,1,Non core
22722,10,Non core
22724,8,Non core
22731,1,Non core
22733,1,Non core
22735,2,Non core
22736,1,Non core
22738,1,Non core
22739,16,Non core
22742,1,Non core
22745,2,Non core
22749,4,Non core
22752,47,Non core
22754,2,Non core
22755,2,Non core
22770,3,Non core
22771,7,Non core
22774,8,Non core
22775,9,Non core
22776,7,Non core
22777,8,Non core
22778,18,Non core
22779,4,Non core
22781,13,Non core
22784,4,Non core
22785,3,Non core
22787,1,Non core
22793,5,Non core
22796,1,Non core
22797,2,Non core
22799,71,Non core
22800,1,Non core
22804,1,Non core
22806,3,Non core
22810,2,Non core
22811,1,Non core
22815,1,Non core
22818,14,Non core
22830,5,Non core
22834,7,Non core
22835,1,Non core
22837,24,Non core
22838,1,Non core
22839,2,Non core
22851,1,Non core
22860,9,Non core
22863,11,Non core
22865,26,Non core
22872,1,Non core
22873,91,Core
22874,3,Non core
22878,1,Non core
22879,1,Non core
22880,1,Non core
22881,2,Non core
22885,1,Non core
22894,1,Non core
22895,6,Non core
22897,1,Non core
22899,5,Core
22905,3,Non core
22908,1,Non core
22911,1,Non core
22924,1,Non core
22925,2,Non core
22926,2,Non core
22932,14,Non core
22941,6,Non core
22944,1,Non core
22946,1,Non core
22948,20,Non core
22952,2,Non core
22954,24,Non core
22959,9,Non core
22960,9,Core
22965,1,Non core
22968,1,Non core
22977,3,Non core
22981,36,Core
22990,1,Non core
22991,1,Non core
22997,11,Non core
22998,25,Core
23003,3,Non core
23004,1,Non core
23005,1,Non core
23006,9,Non core
23012,4,Non core
23013,1,Non core
23020,2,Non core
23026,2,Non core
23037,8,Non core
23039,1,Non core
23043,15,Non core
23046,2,Non core
23047,2,Non core
23050,1,Non core
23055,8,Core
23057,4,Non core
23058,19,Non core
23060,15,Non core
23061,9,Non core
23062,1,Non core
23063,1,Non core
23074,1,Non core
23078,35,Core
23079,1,Non core
23081,11,Non core
23082,4,Non core
23083,20,Non core
23084,13,Core
23087,1,Non core
23091,2,Non core
23092,5,Non core
23094,1,Non core
23096,1,Non core
23100,1,Non core
23101,1,Non core
23112,2,Non core
23113,3,Non core
23120,1,Non core
23122,9,Non core
23124,4,Non core
23125,1,Non core
23133,6,Core
23134,3,Non core
23135,4,Non core
23140,20,Non core
23142,1,Non core
23148,8,Non core
23156,1,Non core
23157,4,Non core
23160,4,Non core
23162,2,Non core
23163,78,Non core
23164,1,Non core
23165,1,Non core
23168,11,Non core
23170,1,Non core
23173,7,Non core
23182,18,Non core
23183,1,Non core
23184,15,Non core
23185,14,Core
23186,39,Core
23192,4,Non core
23193,1,Non core
23203,6,Non core
23204,4,Non core
23205,22,Non core
23209,11,Non core
23210,3,Non core
23211,3,Non core
23214,3,Non core
23215,9,Non core
23226,4,Non core
23235,7,Core
23247,2,Non core
23249,2,Non core
23253,29,Non core
23265,6,Non core
23266,36,Non core
23267,1,Non core
23269,2,Non core
23271,5,Non core
23272,2,Non core
23275,1,Non core
23276,9,Non core
23277,1,Non core
23279,9,Non core
23280,13,Non core
23281,13,Non core
23283,1,Non core
23288,2,Non core
23290,1,Non core
23291,1,Non core
23294,37,Non core
23295,16,Non core
23297,4,Non core
23302,11,Non core
23303,51,Non core
23304,3,Non core
23305,12,Non core
23308,61,Non core
23310,118,Non core
23312,21,Non core
23314,90,Non core
23317,173,Non core
23322,2,Non core
23323,14,Non core
23324,12,Non core
23326,1,Non core
23327,34,Non core
23330,9,Non core
23339,1,Non core
23356,21,Non core
23360,45,Non core
23363,3,Non core
23364,1,Non core
23365,19,Core
23371,1,Non core
23375,15,Non core
23379,9,Non core
23382,10,Non core
23383,3,Non core
23389,1,Non core
23390,1,Non core
23401,8,Core
23402,1,Non core
23413,1,Non core
23414,2,Non core
23416,1,Non core
23417,3,Non core
23419,3,Non core
23426,1,Non core
23430,1,Non core
23433,10,Non core
23435,2,Non core
23443,1,Non core
23446,13,Non core
23449,1,Non core
23450,2,Non core
23452,1,Non core
23454,3,Non core
23458,11,Non core
23462,2,Non core
23464,1,Non core
23467,2,Non core
23479,5,Non core
23483,1,Non core
23488,4,Non core
23495,1,Non core
23498,1,Non core
23509,12,Non core
23512,2,Non core
23517,32,Core
23518,6,Non core
23540,1,Non core
23551,2,Non core
23553,1,Non core
23559,1,Non core
23561,10,Non core
23565,3,Non core
23567,31,Core
23590,3,Non core
23598,3,Non core
23599,1,Non core
23601,4,Non core
23602,9,Non core
23609,1,Non core
23610,4,Non core
23618,8,Non core
23619,2,Non core
23620,1,Non core
23621,3,Non core
23625,11,Non core
23628,3,Non core
23629,1,Non core
23630,146,Core
23636,3,Non core
23640,2,Non core
23643,1,Non core
23644,2,Non core
23650,1,Non core
23653,1,Non core
23654,2,Non core
23656,1,Non core
23659,11,Non core
23665,1,Non core
23668,1,Non core
23673,1,Non core
23674,9,Non core
23676,2,Non core
23680,1,Non core
23681,1,Non core
23685,1,Non core
23686,1,Non core
23688,2,Non core
23695,3,Non core
23696,1,Non core
23698,1,Non core
23707,2,Non core
23709,11,Non core
23717,39,Non core
23719,1,Non core
23722,2,Non core
23728,2,Non core
23729,2,Non core
23733,20,Non core
23734,3,Non core
23735,23,Non core
23739,1,Non core
23741,3,Non core
23750,1,Non core
23751,1,Non core
23754,2,Non core
23757,10,Non core
23759,2,Non core
23760,4,Non core
23766,15,Core
23770,1,Non core
23771,2,Non core
23781,2,Non core
23783,4,Non core
23785,1,Non core
23802,1,Non core
23803,4,Non core
23804,46,Core
23805,8,Non core
23811,33,Non core
23813,2,Non core
23815,4,Non core
23821,9,Non core
23822,4,Non core
23823,8,Non core
23825,61,Non core
23829,3,Core
23840,15,Non core
23847,15,Core
23848,4,Non core
23849,1,Non core
23851,63,Core
23854,1,Non core
23858,8,Non core
23866,8,Non core
23871,30,Non core
23874,11,Non core
23879,1,Non core
23880,1,Non core
23882,1,Non core
23883,9,Non core
23885,2,Non core
23887,2,Non core
23888,1,Non core
23889,4,Non core
23896,3,Non core
23899,3,Non core
23900,4,Non core
23908,1,Non core
23913,55,Non core
23917,2,Non core
23922,9,Non core
23924,11,Core
23928,23,Core
23936,5,Non core
23938,1,Non core
23942,7,Non core
23950,34,Core
23951,1,Non core
23958,8,Non core
23969,2,Non core
23972,1,Non core
23974,3,Non core
23975,3,Non core
23982,2,Non core
23983,6,Non core
23984,5,Non core
23987,1,Non core
23999,2,Non core
24005,7,Non core
24006,4,Non core
24008,1,Non core
24009,1,Non core
24010,1,Non core
24013,8,Non core
24022,1,Non core
24028,1,Non core
24031,3,Non core
24032,1,Non core
24036,2,Non core
24037,2,Non core
24042,6,Non core
24043,7,Core
24046,1,Non core
24049,2,Non core
24054,1,Non core
24056,2,Non core
24061,18,Core
24062,2,Non core
24064,4,Non core
24067,1,Non core
24072,22,Core
24075,5,Non core
24078,1,Non core
24079,1,Non core
24080,1,Non core
24081,4,Non core
24084,1,Non core
24085,1,Non core
24086,2,Non core
24090,1,Non core
24093,1,Non core
24095,28,Non core
24099,4,Non core
24100,5,Non core
24101,3,Non core
24105,1,Non core
24115,3,Non core
24116,2,Non core
24127,2,Non core
24131,2,Non core
24132,16,Non core
24147,8,Core
24149,1,Non core
24162,82,Core
24164,8,Non core
24165,4,Non core
24168,1,Non core
24173,1,Non core
24181,2,Non core
24182,2,Non core
24188,2,Non core
24201,1,Non core
24209,24,Non core
24215,1,Non core
24218,1,Non core
24220,1,Non core
24223,3,Non core
24225,5,Non core
24237,5,Non core
24241,1,Non core
24242,1,Non core
24244,7,Non core
24245,76,Core
24247,3,Non core
24248,4,Non core
24250,3,Non core
24268,3,Non core
24269,4,Non core
24282,3,Non core
24286,5,Non core
24288,1,Non core
24289,5,Non core
24290,4,Non core
24297,17,Non core
24299,2,Non core
24304,1,Non core
24310,1,Non core
24311,2,Non core
24313,3,Non core
24316,2,Non core
24328,3,Non core
24330,7,Non core
24343,1,Non core
24348,1,Non core
24355,1,Non core
24358,1,Non core
24368,1,Non core
24369,1,Non core
24377,1,Non core
24381,1,Non core
24382,1,Non core
24383,1,Non core
24384,1,Non core
24391,1,Non core
24393,1,Non core
24394,1,Non core
24397,1,Non core
24399,2,Non core
24400,1,Non core
24406,1,Non core
24407,7,Non core
24408,1,Non core
24427,5,Non core
24434,1,Non core
24438,4,Non core
24441,80,Non core
24451,1,Non core
24454,8,Non core
24458,1,Non core
24470,2,Non core
24483,1,Non core
24484,2,Non core
24489,2,Non core
24496,1,Non core
24501,17,Core
24502,2,Non core
24504,16,Non core
24505,1,Non core
24508,1,Non core
24509,1,Non core
24517,1,Non core
24527,1,Non core
24528,2,Non core
24533,5,Non core
24535,1,Non core
24538,1,Non core
24539,1,Non core
24540,1,Non core
24544,1,Non core
24549,1,Non core
24554,1,Non core
24559,1,Non core
24561,1,Non core
24562,1,Non core
24563,1,Non core
24564,14,Non core
24566,1,Non core
24574,4,Non core
24575,3,Non core
24578,1,Non core
24580,19,Non core
24594,1,Non core
24596,2,Non core
24598,2,Non core
24602,2,Non core
24603,1,Non core
24604,5,Non core
24607,1,Non core
24608,3,Non core
24611,9,Non core
24612,3,Non core
24615,4,Non core
24617,1,Non core
24631,1,Non core
24634,13,Non core
24635,6,Core
24638,3,Non core
24639,4,Non core
24645,10,Non core
24647,5,Non core
24648,2,Non core
24649,5,Non core
24653,1,Non core
24654,5,Non core
24655,2,Non core
24657,1,Non core
24663,1,Non core
24666,2,Non core
24667,1,Non core
24675,1,Non core
24679,1,Non core
24680,12,Non core
24681,1,Non core
24687,5,Non core
24694,1,Non core
24710,1,Non core
24711,12,Non core
24713,3,Non core
24718,1,Non core
24728,2,Non core
24734,14,Non core
24735,1,Non core
24739,5,Non core
24741,2,Non core
24742,2,Non core
24757,1,Non core
24762,1,Non core
24763,2,Non core
24777,4,Non core
24778,1,Non core
24780,11,Core
24785,4,Non core
24786,2,Non core
24791,45,Non core
24793,1,Non core
24797,8,Non core
24814,1,Non core
24815,1,Non core
24816,6,Non core
24817,3,Non core
24824,91,Non core
24827,1,Non core
24828,28,Core
24834,1,Non core
24845,1,Non core
24849,12,Non core
24856,1,Non core
24859,1,Non core
24860,1,Non core
24863,2,Non core
24868,1,Non core
24870,4,Non core
24872,19,Core
24879,1,Non core
24883,9,Non core
24884,1,Non core
24890,14,Non core
24891,1,Non core
24893,1,Non core
24900,1,Non core
24903,11,Non core
24904,3,Non core
24905,5,Non core
24909,1,Non core
24919,3,Non core
24921,1,Non core
24924,12,Non core
24925,16,Non core
24932,1,Non core
24952,2,Non core
24965,1,Non core
24967,1,Non core
24969,1,Non core
24978,6,Non core
24980,2,Non core
24988,2,Non core
24992,1,Non core
24999,3,Non core
25005,4,Non core
25006,8,Non core
25007,2,Non core
25011,13,Non core
25022,20,Non core
25023,85,Core
25026,6,Non core
25027,1,Non core
25033,9,Non core
25035,1,Non core
25041,2,Non core
25048,1,Non core
25050,1,Non core
25055,3,Non core
25058,10,Non core
25059,1,Non core
25062,2,Non core
25065,2,Non core
25066,2,Non core
25067,11,Non core
25072,4,Non core
25073,22,Non core
25077,3,Non core
25078,1,Non core
25079,15,Non core
25080,6,Non core
25085,2,Non core
25089,6,Non core
25091,1,Non core
25100,7,Non core
25101,1,Non core
25105,12,Non core
25109,7,Non core
25110,3,Non core
25111,13,Non core
25112,3,Non core
25113,13,Non core
25126,3,Non core
25127,1,Non core
25128,6,Non core
25134,5,Non core
25135,7,Non core
25138,5,Non core
25155,2,Non core
25165,1,Non core
25167,16,Non core
25169,3,Non core
25171,8,Non core
25173,27,Non core
25186,7,Non core
25187,1,Non core
25197,1,Non core
25218,9,Non core
25221,18,Non core
25222,1,Non core
25225,4,Non core
25232,2,Non core
25235,3,Non core
25236,1,Non core
25237,1,Non core
25238,3,Non core
25239,4,Non core
25241,13,Non core
25242,3,Non core
25245,5,Non core
25251,1,Non core
25254,161,Non core
25257,13,Non core
25259,1,Non core
25269,1,Non core
25273,3,Non core
25274,3,Non core
25277,10,Core
25279,1,Non core
25282,1,Non core
25284,18,Non core
25285,2,Non core
25290,2,Non core
25301,2,Non core
25303,1,Non core
25311,6,Non core
25313,1,Non core
25314,21,Non core
25316,1,Non core
25320,5,Non core
25323,4,Non core
25331,3,Non core
25336,1,Non core
25340,18,Non core
25347,1,Non core
25351,2,Non core
25357,2,Non core
25367,1,Non core
25373,15,Non core
25374,1,Non core
25376,9,Non core
25388,23,Non core
25395,19,Core
25396,2,Non core
25397,2,Non core
25400,1,Non core
25401,2,Non core
25402,48,Core
25403,1,Non core
25405,1,Non core
25407,3,Non core
25412,5,Non core
25416,1,Non core
25420,1,Non core
25423,2,Non core
25429,1,Non core
25431,6,Non core
25432,3,Non core
25433,7,Non core
25434,1,Non core
25435,2,Non core
25437,9,Non core
25440,1,Non core
25441,1,Non core
25444,3,Non core
25448,1,Non core
25449,2,Non core
25456,18,Non core
25457,1,Non core
25458,1,Non core
25463,1,Non core
25465,1,Non core
25489,1,Non core
25493,2,Non core
25497,1,Non core
25498,7,Non core
25505,15,Non core
25527,1,Non core
25531,2,Non core
25533,1,Non core
25535,1,Non core
25537,4,Non core
25538,1,Non core
25540,15,Non core
25542,1,Non core
25543,1,Non core
25544,1,Non core
25547,5,Non core
25550,1,Non core
25553,74,Core
25558,1,Non core
25559,2,Non core
25562,37,Non core
25564,35,Non core
25568,5,Non core
25571,84,Non core
25575,3,Core
25585,1,Non core
25587,25,Non core
25588,5,Non core
25590,2,Non core
25591,21,Non core
25593,4,Non core
25594,1,Non core
25595,1,Non core
25600,68,Core
25601,2,Non core
25608,5,Non core
25611,1,Non core
25613,19,Non core
25617,2,Non core
25618,14,Non core
25623,1,Non core
25625,22,Core
25630,2,Non core
25631,1,Non core
25632,53,Non core
25635,2,Non core
25638,7,Non core
25640,6,Non core
25643,2,Non core
25648,4,Non core
25651,4,Non core
25653,4,Non core
25660,3,Non core
25661,1,Non core
25664,3,Non core
25666,4,Non core
25670,3,Non core
25671,1,Non core
25673,2,Non core
25674,20,Core
25675,3,Non core
25677,1,Non core
25678,2,Non core
25687,2,Non core
25695,88,Core
25696,1,Non core
25698,2,Non core
25700,2,Non core
25701,16,Core
25703,1,Non core
25720,45,Non core
25726,2,Non core
25727,2,Non core
25731,5,Non core
25733,12,Core
25738,14,Core
25740,19,Non core
25747,98,Non core
25750,1,Non core
25751,1,Non core
25764,2,Non core
25774,1,Non core
25785,2,Non core
25798,2,Non core
25803,1,Non core
25805,4,Non core
25817,4,Non core
25820,12,Non core
25833,1,Non core
25836,1,Non core
25837,6,Non core
25838,2,Non core
25846,6,Non core
25847,10,Core
25850,1,Non core
25859,1,Non core
25860,2,Non core
25863,2,Non core
25864,1,Non core
25865,5,Non core
25872,1,Non core
25873,1,Non core
25877,37,Non core
25891,3,Non core
25899,6,Non core
25900,1,Non core
25903,191,Non core
25904,3,Non core
25905,1,Non core
25907,5,Non core
25919,1,Non core
25920,2,Non core
25936,8,Core
25942,1,Non core
25943,7,Non core
25944,4,Non core
25946,4,Non core
25949,1,Non core
25951,1,Non core
25952,1,Non core
25955,1,Non core
25956,2,Non core
25961,1,Non core
25964,2,Non core
25972,1,Non core
25974,2,Non core
25977,4,Non core
25983,6,Non core
25984,2,Non core
25988,1,Non core
25989,1,Non core
25990,1,Non core
26001,37,Non core
26006,2,Non core
26015,3,Non core
26018,1,Non core
26019,2,Non core
26025,3,Non core
26026,9,Non core
26028,1,Non core
26029,1,Non core
26032,6,Non core
26034,1,Non core
26038,1,Non core
26040,53,Non core
26041,1,Non core
26044,1,Non core
26049,2,Non core
26059,1,Non core
26067,4,Non core
26072,99,Non core
26076,1,Non core
26077,4,Non core
26079,3,Non core
26081,1,Non core
26086,2,Non core
26087,3,Non core
26088,2,Non core
26089,3,Non core
26091,2,Non core
26095,3,Non core
26097,2,Non core
26101,6,Non core
26106,10,Non core
26109,5,Non core
26113,1,Non core
26114,7,Non core
26118,4,Non core
26120,4,Non core
26122,1,Non core
26123,1,Non core
26126,68,Non core
26127,1,Core
26131,9,Non core
26133,2,Non core
26134,2,Non core
26139,5,Non core
26141,25,Non core
26143,1,Non core
26150,2,Non core
26151,1,Non core
26153,2,Non core
26155,3,Non core
26157,3,Non core
26159,28,Non core
26160,3,Non core
26161,1,Non core
26171,3,Non core
26178,1,Non core
26179,1,Non core
26181,4,Non core
26185,1,Non core
26192,1,Non core
26196,2,Non core
26197,1,Non core
26198,1,Non core
26199,1,Non core
26200,1,Non core
26201,6,Non core
26202,1,Non core
26203,2,Non core
26211,2,Non core
26212,1,Non core
26213,1,Non core
26214,1,Non core
26217,1,Non core
26220,8,Non core
26221,2,Non core
26222,17,Core
26229,1,Non core
26233,10,Non core
26235,2,Non core
26237,1,Non core
26238,1,Non core
26242,6,Non core
26243,2,Non core
26245,4,Non core
26246,1,Non core
26247,10,Non core
26248,2,Non core
26250,17,Non core
26251,20,Non core
26258,1,Non core
26262,1,Non core
26263,5,Non core
26264,1,Non core
26265,1,Non core
26270,1,Non core
26271,2,Non core
26272,1,Non core
26275,2,Non core
26285,309,Core
26286,3,Non core
26287,3,Non core
26288,2,Non core
26292,1,Non core
26295,6,Non core
26297,454,Non core
26299,2,Non core
26304,4,Non core
26305,1,Non core
26307,1,Non core
26310,27,Non core
26311,44,Non core
26314,1,Non core
26319,1,Non core
26324,1,Non core
26325,2,Non core
26326,1,Non core
26335,1,Non core
26338,1,Non core
26339,7,Core
26340,32,Core
26341,1,Non core
26343,39,Non core
26347,2,Non core
26348,2,Non core
26355,21,Non core
26359,6,Non core
26363,1,Non core
26365,7,Non core
26374,1,Non core
26380,4,Non core
26383,1,Non core
26386,1,Non core
26387,1,Non core
26392,2,Non core
26395,1,Non core
26400,2,Non core
26401,2,Non core
26402,1,Non core
26405,8,Non core
26415,4,Non core
26422,1,Non core
26431,182,Non core
26438,2,Non core
26441,1,Non core
26445,4,Non core
26449,5,Non core
26455,1,Non core
26456,1,Non core
26457,1,Non core
26458,163,Core
26460,3,Non core
26461,1,Non core
26463,14,Non core
26464,5,Non core
26472,3,Non core
26477,13,Non core
26482,1,Non core
26484,2,Non core
26486,1,Non core
26490,39,Non core
26495,1,Non core
26498,25,Non core
26499,1,Non core
26500,1,Non core
26503,2,Non core
26504,1,Non core
26505,1,Non core
26507,17,Core
26509,1,Non core
26515,1,Non core
26517,1,Non core
26518,1,Non core
26531,2,Non core
26535,2,Non core
26537,1,Non core
26541,11,Non core
26546,6,Non core
26548,9,Non core
26552,44,Non core
26556,11,Non core
26558,1,Non core
26560,1,Non core
26561,2,Non core
26569,2,Non core
26570,4,Non core
26571,5,Non core
26575,5,Non core
26576,136,Non core
26579,2,Non core
26580,4,Non core
26584,7,Non core
26588,8,Core
26589,8,Non core
26590,2,Non core
26596,1,Non core
26598,7,Non core
26601,1,Non core
26604,1,Non core
26612,1,Non core
26613,1,Non core
26616,1,Non core
26617,11,Non core
26618,1,Non core
26622,2,Non core
26627,3,Non core
26628,5,Non core
26637,1,Non core
26639,10,Non core
26642,5,Non core
26644,1,Non core
26645,1,Non core
26647,6,Non core
26649,1,Non core
26650,2,Non core
26651,3,Non core
26663,1,Non core
26665,1,Non core
26666,1,Non core
26673,1,Non core
26674,2,Non core
26678,1,Non core
26679,3,Non core
26682,19,Non core
26686,5,Non core
26689,2,Non core
26690,1,Non core
26693,9,Non core
26702,10,Non core
26709,1,Non core
26713,1,Non core
26719,1,Non core
26721,19,Non core
26725,1,Non core
26727,1,Non core
26729,2,Non core
26733,19,Non core
26734,7,Non core
26740,2,Non core
26761,1,Non core
26767,5,Non core
26768,6,Non core
26772,1,Non core
26774,1,Non core
26775,34,Non core
26776,16,Non core
26787,3,Non core
26790,6,Non core
26798,1,Non core
26815,5,Non core
26827,4,Non core
26828,16,Non core
26832,6,Non core
26856,1,Non core
26861,2,Non core
26867,2,Non core
26872,2,Non core
26874,1,Non core
26879,1,Non core
26880,5,Non core
26882,1,Non core
26886,1,Non core
26889,1,Non core
26892,3,Non core
26895,9,Non core
26899,2,Non core
26907,1,Non core
26916,1,Non core
26922,1,Non core
26925,2,Non core
26926,1,Non core
26928,1,Non core
26930,1,Non core
26931,2,Non core
26936,11,Non core
26939,2,Non core
26946,2,Non core
26955,2,Non core
26968,7,Non core
26970,16,Non core
26972,4,Non core
26973,1,Non core
26991,7,Non core
26997,1,Non core
26999,6,Non core
27000,1,Non core
27004,1,Non core
27006,2,Non core
27008,9,Non core
27012,4,Non core
27013,1,Non core
27020,2,Non core
27032,12,Core
27036,2,Non core
27037,1,Non core
27040,1,Non core
27046,3,Non core
27052,2,Non core
27056,2,Non core
27057,7,Non core
27059,1,Non core
27060,15,Non core
27061,2,Non core
27064,2,Non core
27068,55,Core
27069,5,Non core
27076,1,Non core
27078,43,Non core
27079,4,Non core
27086,2,Non core
27093,1,Non core
27132,1,Non core
27135,2,Non core
27138,1,Non core
27140,1,Non core
27141,4,Non core
27143,16,Non core
27153,216,Non core
27156,1,Non core
27160,1,Non core
27161,1,Non core
27162,1,Non core
27168,1,Non core
27169,2,Non core
27170,1,Non core
27173,4,Non core
27180,7,Non core
27181,4,Non core
27188,1,Non core
27190,50,Non core
27191,9,Non core
27193,1,Non core
27201,2,Non core
27212,2,Non core
27215,6,Core
27218,1,Non core
27224,24,Core
27233,1,Non core
27245,18,Non core
27246,1,Non core
27248,32,Non core
27251,4,Non core
27252,8,Non core
27253,42,Core
27256,4,Non core
27272,18,Non core
27274,2,Non core
27275,1,Non core
27277,3,Non core
27281,3,Non core
27284,1,Non core
27288,2,Non core
27295,4,Non core
27297,5,Non core
27300,1,Non core
27302,13,Non core
27303,3,Non core
27316,3,Non core
27317,1,Non core
27329,15,Non core
27330,4,Non core
27334,4,Non core
27336,57,Non core
27338,1,Non core
27339,29,Core
27340,2,Non core
27345,1,Non core
27346,28,Non core
27349,2,Non core
27361,15,Non core
27366,6,Non core
27368,13,Non core
27370,12,Non core
27371,1,Non core
27372,19,Non core
27373,1,Non core
27374,13,Non core
27378,1,Non core
27379,14,Non core
27380,57,Non core
27382,8,Non core
27383,27,Non core
27385,33,Non core
27386,33,Non core
27396,1,Non core
27399,19,Non core
27400,1,Non core
27405,8,Non core
27406,4,Non core
27418,1,Non core
27419,30,Non core
27420,4,Non core
27427,38,Non core
27436,1,Non core
27442,11,Non core
27446,3,Non core
27455,1,Non core
27458,10,Core
27459,1,Non core
27462,1,Non core
27470,1,Non core
27471,10,Non core
27478,10,Core
27488,10,Non core
27496,5,Non core
27498,4,Non core
27499,4,Non core
27505,1,Non core
27507,15,Non core
27511,17,Non core
27512,1,Non core
27518,4,Non core
27521,1,Non core
27527,1,Non core
27531,1,Non core
27532,3,Non core
27546,5,Non core
27549,24,Non core
27550,1,Non core
27551,3,Non core
27552,69,Non core
27556,10,Non core
27558,45,Non core
27560,2,Non core
27563,2,Non core
27565,53,Core
27566,9,Non core
27569,2,Non core
27570,2,Non core
27576,3,Non core
27577,36,Non core
27578,1,Non core
27581,1,Non core
27585,4,Non core
27589,8,Non core
27590,1,Non core
27593,7,Non core
27594,10,Non core
27601,1,Non core
27602,8,Non core
27609,14,Non core
27614,8,Non core
27615,68,Core
27621,169,Core
27622,1,Non core
27623,26,Non core
27632,1,Non core
27633,5,Non core
27641,2,Non core
27654,33,Core
27657,1,Non core
27658,2,Non core
27661,2,Non core
27665,5,Non core
27668,2,Non core
27678,3,Non core
27679,50,Non core
27681,1,Non core
27683,1,Non core
27686,14,Non core
27695,1,Non core
27696,7,Non core
27697,5,Non core
27699,2,Non core
27701,1,Non core
27702,39,Non core
27704,13,Non core
27706,5,Non core
27707,9,Non core
27710,1,Non core
27715,6,Non core
27728,1,Non core
27731,2,Non core
27732,10,Non core
27733,3,Non core
27738,7,Non core
27740,3,Non core
27742,2,Non core
27743,4,Non core
27749,3,Non core
27766,13,Non core
27768,1,Non core
27774,2,Non core
27781,271,Non core
27790,1,Non core
27794,1,Non core
27798,1,Non core
27800,1,Non core
27801,2,Non core
27802,12,Non core
27809,7,Non core
27815,4,Non core
27821,4,Non core
27822,197,Non core
27824,1,Non core
27832,1,Non core
27838,4,Non core
27842,1,Non core
27846,1,Non core
27861,4,Non core
27862,1,Non core
27866,7,Non core
27868,1,Non core
27875,5,Non core
27880,8,Core
27887,1,Non core
27888,1,Non core
27895,2,Non core
27897,3,Non core
27898,41,Non core
27900,21,Core
27909,12,Core
27915,4,Non core
27926,5,Non core
27940,1,Non core
27941,5,Non core
27944,5,Non core
27947,2,Non core
27954,76,Non core
27957,1,Non core
27961,4,Non core
27970,1,Non core
27977,7,Non core
27978,9,Non core
27979,1,Non core
27983,1,Core
27986,1,Non core
27995,2,Non core
27997,43,Non core
27998,1,Non core
27999,17,Non core
28000,14,Non core
28001,3,Non core
28002,1,Non core
28003,53,Non core
28006,10,Non core
28007,6,Non core
28008,74,Core
28010,1,Non core
28011,5,Non core
28013,1,Non core
28014,21,Non core
28018,7,Non core
28022,26,Core
28025,4,Non core
28026,1,Non core
28028,1,Non core
28032,10,Non core
28035,6,Non core
28045,3,Non core
28048,18,Core
28050,4,Non core
28054,3,Non core
28056,3,Non core
28058,3,Non core
28059,1,Non core
28062,26,Non core
28063,7,Core
28071,3,Core
28075,6,Non core
28076,1,Non core
28080,1,Non core
28082,1,Non core
28088,1,Non core
28094,3,Non core
28100,2,Non core
28101,6,Non core
28111,1,Non core
28128,3,Non core
28140,1,Non core
28154,1,Non core
28159,13,Non core
28162,3,Non core
28165,3,Non core
28171,2,Non core
28174,25,Non core
28176,13,Non core
28177,1,Non core
28180,2,Non core
28182,67,Non core
28183,1,Non core
28186,3,Non core
28188,1,Non core
28208,19,Non core
28217,2,Non core
28221,1,Non core
28222,3,Non core
28223,64,Non core
28237,3,Non core
28239,47,Non core
28248,4,Non core
28258,1,Non core
28271,6,Non core
28275,4,Non core
28278,9,Non core
28281,1,Non core
28284,1,Non core
28286,2,Non core
28287,1,Non core
28288,2,Non core
28289,1,Non core
28291,1,Non core
28293,1,Non core
28295,3,Non core
28321,1,Non core
28322,1,Non core
28328,3,Non core
28329,12,Non core
28331,4,Non core
28332,4,Non core
28333,1,Non core
28349,1,Non core
28353,1,Non core
28354,2,Non core
28356,20,Core
28367,12,Non core
28370,3,Non core
28372,6,Core
28373,10,Non core
28374,2,Non core
28376,2,Non core
28377,4,Non core
28395,1,Non core
28396,3,Non core
28397,1,Non core
28402,1,Non core
28403,1,Non core
28404,1,Non core
28408,1,Non core
28410,3,Non core
28411,5,Non core
28412,2,Non core
28416,1,Non core
28424,3,Non core
28427,12,Non core
28431,3,Non core
28432,1,Non core
28433,3,Non core
28435,2,Non core
28436,1,Non core
28438,2,Non core
28439,7,Non core
28452,1,Non core
28454,1,Non core
28459,4,Non core
28463,1,Non core
28465,1,Non core
28470,1,Non core
28471,29,Non core
28473,2,Non core
28485,2,Non core
28486,1,Non core
28499,2,Non core
28502,9,Non core
