release,project,dependent_projects
pike,openstack/charm-barbican,12
pike,openstack/python-tackerclient,-1
pike,openstack/openstack-ansible-openstack_hosts,2
pike,openstack/python-gnocchiclient,1
pike,openstack/charm-neutron-api,27
pike,openstack/oslo.db,6
pike,openstack/ironic-specs,1
pike,openstack/rally,-1
pike,openstack/openstackdocstheme,6
pike,openstack/python-senlinclient,3
pike,openstack/zun-ui,15
pike,openstack/openstack-ansible-os_monasca-ui,1
pike,openstack/octavia,12
pike,openstack/ansible-hardening,2
pike,openstack/puppet-openstack_spec_helper,2
pike,openstack/panko,1
pike,openstack/oslo.utils,-1
pike,openstack/openstack-ansible-repo_build,4
pike,openstack/openstack-ansible-ceph_client,2
pike,openstack/cloudkitty,-1
pike,openstack/tripleo-common,36
pike,openstack/releases,18
pike,openstack/oslo.log,8
pike,openstack/puppet-neutron,5
pike,openstack/puppet-barbican,3
pike,openstack/charm-neutron-gateway,27
pike,openstack/masakari,13
pike,openstack/kayobe,-1
pike,openstack/openstack-ansible-os_heat,14
pike,openstack/puppet-designate,1
pike,openstack/networking-powervm,1
pike,openstack/python-searchlightclient,-1
pike,openstack/charm-tempest,12
pike,openstack/octavia-dashboard,1
pike,openstack/python-vitrageclient,1
pike,openstack/designate-tempest-plugin,1
pike,openstack/openstack-ansible-apt_package_pinning,1
pike,openstack/heat-translator,-1
pike,openstack/os-api-ref,1
pike,openstack/openstack-ansible-openstack_openrc,1
pike,openstack/charm-interface-hacluster,2
pike,openstack/os-collect-config,20
pike,openstack/charm-ceph-mon,27
pike,openstack/neutron-vpnaas,12
pike,openstack/puppet-keystone,5
pike,openstack/paunch,11
pike,openstack/puppet-tacker,1
pike,openstack/freezer-web-ui,-1
pike,openstack/charm-ceph-radosgw,27
pike,openstack/gnocchi,2
queens,openstack/puppet-tempest,1
queens,openstack/octavia-tempest-plugin,1
queens,openstack/tricircle,1
queens,openstack/blazar,25
queens,openstack/dib-utils,20
queens,openstack/stevedore,-1
queens,openstack/monasca-log-api,3
queens,openstack/senlin,5
queens,openstack/charm-designate-bind,4
queens,openstack/tap-as-a-service,3
queens,openstack/puppet-mistral,4
queens,openstack/senlin-dashboard,-1
queens,openstack/congress-dashboard,2
queens,openstack/oslo.context,4
queens,openstack/neutron-lbaas-dashboard,1
queens,openstack/designate,21
queens,openstack/openstack-ansible-os_cloudkitty,2
queens,openstack/neutron,17
queens,openstack/charm-interface-bind-rndc,2
queens,openstack/heat-templates,1
queens,openstack/sushy,1
queens,openstack/charm-glance,10
queens,openstack/charm-cinder,8
queens,openstack/openstack-ansible-os_barbican,4
queens,openstack/barbican-tempest-plugin,3
queens,openstack/os-apply-config,18
queens,openstack/tempest,18
queens,openstack/python-openstackclient,13
queens,openstack/django_openstack_auth,1
queens,openstack/magnum,6
queens,openstack/ossa,2
queens,openstack/monasca-tempest-plugin,3
queens,openstack/service-types-authority,1
queens,openstack/python-heatclient,2
queens,openstack/openstack-ansible-os_rally,3
queens,openstack/horizon-cisco-ui,1
queens,openstack/pyeclib,2
queens,openstack/openstack-ansible-security,1
queens,openstack/charm-designate,7
queens,openstack/python-appcatalogclient,1
queens,openstack/openstack-ansible-tests,50
queens,openstack/charm-aodh,2
queens,openstack/cookbook-openstack-integration-test,1
queens,openstack/networking-generic-switch,3
queens,openstack/heat,24
queens,openstack/charm-percona-cluster,-1
queens,openstack/monasca-thresh,3
queens,openstack/tripleo-validations,2
queens,openstack/monasca-agent,3
queens,openstack/python-ironic-inspector-client,3
queens,openstack/puppet-oslo,2
queens,openstack/oslo.versionedobjects,3
queens,openstack/glance,4
queens,openstack/neutron-specs,-1
queens,openstack/charm-ceph-fs,-1
queens,openstack/openstack-chef-repo,5
queens,openstack/devstack-plugin-container,-1
queens,openstack/oslo.messaging,1
queens,openstack/sahara-image-elements,-1
queens,openstack/cinder,16
queens,openstack/puppet-openstack-integration,47
queens,openstack/oslo.config,-1
queens,openstack/python-ironicclient,2
queens,openstack/manila-tempest-plugin,3
queens,openstack/python-cinderclient,3
queens,openstack/ovsdbapp,7
queens,openstack/openstack-ansible-os_tempest,5
queens,openstack/kayobe-config-dev,-1
queens,openstack/shade,7
queens,openstack/puppet-glare,2
queens,openstack/python-ceilometerclient,2
queens,openstack/zaqar,29
queens,openstack/governance,12
queens,openstack/charm-cinder-ceph,1
queens,openstack/rpm-packaging,3
queens,openstack/training-labs,1
queens,openstack/castellan,2
queens,openstack/openstack-ansible-os_cinder,13
queens,openstack/charm-neutron-openvswitch,-1
queens,openstack/aodh,20
queens,openstack/puppet-ovn,2
queens,openstack/python-dracclient,-1
queens,openstack/charm-gnocchi,1
queens,openstack/puppet-heat,3
queens,openstack/openstack-ansible-os_nova,10
queens,openstack/openstack-ansible-os_glance,9
queens,openstack/tripleo-upgrade,4
queens,openstack/devstack-plugin-kafka,-1
queens,openstack/kolla-ansible,2
queens,openstack/osprofiler,-1
queens,openstack/openstack-ansible-lxc_container_create,3
queens,openstack/openstack-planet,-1
queens,openstack/app-catalog-common,1
queens,openstack/cookbook-openstack-common,4
queens,openstack/cliff,3
queens,openstack/heat-tempest-plugin,1
queens,openstack/sahara-tests,3
queens,openstack/cookbook-openstack-ops-database,1
queens,openstack/openstack-ansible-os_monasca-agent,2
queens,openstack/karbor,2
queens,openstack/charm-ceilometer,7
queens,openstack/charm-rabbitmq-server,-1
queens,openstack/charms.ceph,2
queens,openstack/puppet-murano,2
queens,openstack/release-test,-1
queens,openstack/openstack-ansible-os_molteniron,2
queens,openstack/charm-keystone,4
queens,openstack/openstack-ansible-memcached_server,2
queens,openstack/heat-agents,-1
queens,openstack/trove,23
queens,openstack/horizon,4
queens,openstack/python-barbicanclient,-1
queens,openstack/oslo.reports,-1
queens,openstack/charm-nova-cloud-controller,9
queens,openstack/charm-nova-compute,8
queens,openstack/trove-tempest-plugin,1
queens,openstack/puppet-glance,2
queens,openstack/tooz,8
queens,openstack/app-catalog-ui,1
queens,openstack/app-catalog,1
queens,openstack/python-novaclient,3
queens,openstack/charm-layer-openstack-api,1
queens,openstack/blazar-nova,1
queens,openstack/adjutant,-1
queens,openstack/charms.openstack,5
queens,openstack/os-vif,1
queens,openstack/networking-onos,-1
queens,openstack/oslo.concurrency,-1
queens,openstack/openstack-ansible-os_swift,8
queens,openstack/openstack-ansible-haproxy_server,2
queens,openstack/openstack-ansible-os_designate,3
queens,openstack/puppet-sahara,3
queens,openstack/python-monascaclient,1
queens,openstack/freezer-api,22
queens,openstack/python-saharaclient,1
queens,openstack/murano-apps,2
queens,openstack/neutron-lib,5
queens,openstack/neutron-tempest-plugin,5
queens,openstack/os-net-config,18
queens,openstack/charm-ceph,5
queens,openstack/openstack-ansible-os_neutron,11
queens,openstack/murano,5
queens,openstack/tripleo-repos,1
queens,openstack/nova-powervm,1
queens,openstack/openstack-ansible-ops,2
queens,openstack/os-client-config,3
queens,openstack/openstack-ansible-os_zaqar,2
queens,openstack/tripleo-image-elements,18
queens,openstack/networking-odl,3
queens,openstack/api-site,1
queens,openstack/puppet-cinder,6
queens,openstack/openstack-ansible-rsyslog_client,1
queens,openstack/automaton,-1
queens,openstack/sahara,23
queens,openstack/python-pankoclient,-1
queens,openstack/vitrage-tempest-plugin,1
queens,openstack/puppet-zaqar,4
queens,openstack/magnum-ui,1
queens,openstack/neutron-fwaas-dashboard,-1
queens,openstack/compute-hyperv,3
queens,openstack/puppet-trove,1
queens,openstack/kolla,5
queens,openstack/puppet-watcher,2
queens,openstack/zun-tempest-plugin,3
queens,openstack/networking-hyperv,2
queens,openstack/tripleo-ci,24
queens,openstack/charm-layer-openstack,4
queens,openstack/fuel-mirror,-1
queens,openstack/ironic-tempest-plugin,4
queens,openstack/bashate,2
queens,openstack/manila,24
queens,openstack/cookbook-openstack-compute,-1
queens,openstack/openstack-ansible-os_congress,-1
queens,openstack/puppet-rally,1
queens,openstack/tripleo-ipsec,1
queens,openstack/cinder-tempest-plugin,2
queens,openstack/python-glanceclient,3
queens,openstack/vitrage,25
queens,openstack/searchlight,20
queens,openstack/charm-openstack-dashboard,-1
queens,openstack/murano-tempest-plugin,1
queens,openstack/dragonflow,4
queens,openstack/cinder-specs,1
queens,openstack/designate-dashboard,-1
queens,openstack/swift,4
queens,openstack/bifrost,2
queens,openstack/openstack-ansible-os_panko,-1
queens,openstack/python-freezerclient,1
queens,openstack/puppet-horizon,2
queens,openstack/openstack-ansible-rsyslog_server,1
queens,openstack/openstack-ansible-os_octavia,3
queens,openstack/keystonemiddleware,-1
queens,openstack/openstack-ansible-os_monasca,2
queens,openstack/tripleo-puppet-elements,19
queens,openstack/mox3,1
queens,openstack/ceilometer-powervm,-1
queens,openstack/charm-openvswitch-odl,-1
queens,openstack/monasca-kibana-plugin,1
queens,openstack/cookbook-openstack-block-storage,-1
queens,openstack/puppet-magnum,2
queens,openstack/openstack-chef,-1
queens,openstack/trove-dashboard,-1
queens,openstack/openstack-ansible-galera_client,8
queens,openstack/openstack-ansible,22
queens,openstack/openstack-manuals,5
queens,openstack/sushy-tools,1
queens,openstack/monasca-ui,-1
queens,openstack/fuel-qa,-1
queens,openstack/monasca-common,2
queens,openstack/patrole,4
queens,openstack/cookbook-openstack-orchestration,-1
queens,openstack/openstack-ansible-os_sahara,3
queens,openstack/heat-dashboard,1
queens,openstack/kayobe-config,-1
queens,openstack/blazar-dashboard,2
queens,openstack/freezer-tempest-plugin,2
queens,openstack/python-blazarclient,1
queens,openstack/nova,18
queens,openstack/virtualbmc,1
queens,openstack/openstack-ansible-pip_install,5
queens,openstack/openstack-helm-infra,1
queens,openstack/mistral,7
queens,openstack/python-zunclient,4
queens,openstack/oslo-cookiecutter,1
queens,openstack/training-guides,1
queens,openstack/instack-undercloud,30
queens,openstack/puppet-nova,8
queens,openstack/neutron-dynamic-routing,2
queens,openstack/puppet-freezer,2
queens,openstack/nova-specs,1
queens,openstack/openstacksdk,6
queens,openstack/searchlight-ui,19
queens,openstack/charm-swift-proxy,2
queens,openstack/openstack-ansible-os_ironic,3
queens,openstack/python-designateclient,1
queens,openstack/puppet-vitrage,2
queens,openstack/keystoneauth,2
queens,openstack/charm-keystone-ldap,-1
queens,openstack/devstack-gate,4
queens,openstack/puppet-gnocchi,5
queens,openstack/puppet-pacemaker,19
queens,openstack/python-troveclient,2
queens,openstack/puppet-ceilometer,3
queens,openstack/sahara-dashboard,2
queens,openstack/python-congressclient,2
queens,openstack/pymod2pkg,1
queens,openstack/cookbook-openstack-ops-messaging,2
queens,openstack/loci,1
queens,openstack/openstack-ansible-plugins,2
queens,openstack/senlin-tempest-plugin,1
queens,openstack/mistral-lib,2
queens,openstack/os-service-types,-1
queens,openstack/python-mistralclient,2
queens,openstack/requirements,27
queens,openstack/os-brick,1
queens,openstack/monasca-api,9
queens,openstack/charm-interface-manila-plugin,2
queens,openstack/keystone,10
queens,openstack/monasca-persister,4
queens,openstack/bandit,3
queens,openstack/cyborg,2
queens,openstack/mistral-extra,-1
queens,openstack/osc-placement,1
queens,openstack/python-neutronclient,3
queens,openstack/openstack-doc-tools,1
queens,openstack/fuel-devops,-1
queens,openstack/cookbook-openstack-dashboard,-1
queens,openstack/tacker-horizon,-1
queens,openstack/puppet-aodh,2
queens,openstack/rally-openstack,1
queens,openstack/monasca-statsd,2
queens,openstack/charm-neutron-api-odl,-1
queens,openstack/charm-hacluster,1
queens,openstack/ansible-role-k8s-mariadb,1
queens,openstack/oslo.service,-1
queens,openstack/puppet-openstack-cookiecutter,2
queens,openstack/networking-sfc,1
queens,openstack/python-swiftclient,2
queens,openstack/zaqar-ui,-1
queens,openstack/grenade,2
queens,openstack/kolla-kubernetes,1
queens,openstack/barbican,23
queens,openstack/mistral-dashboard,-1
queens,openstack/telemetry-tempest-plugin,3
queens,openstack/puppet-congress,2
queens,openstack/puppet-swift,2
queens,openstack/python-octaviaclient,1
queens,openstack/ironic-python-agent,4
queens,openstack/openstack-ansible-os_horizon,4
queens,openstack/charm-deployment-guide,3
queens,openstack/neutron-fwaas,3
queens,openstack/os-win,3
queens,openstack/whereto,1
queens,openstack/puppet-cloudkitty,2
queens,openstack/taskflow,-1
queens,openstack/python-karborclient,-1
queens,openstack/python-magnumclient,1
queens,openstack/ironic-inspector,5
queens,openstack/neutron-lbaas,3
queens,openstack/blazar-tempest-plugin,1
queens,openstack/cookbook-openstack-image,-1
queens,openstack/openstack-ansible-os_almanach,2
queens,openstack/puppet-ironic,8
queens,openstack/neutron-vpnaas-dashboard,-1
queens,openstack/ironic-ui,-1
queens,openstack/openstack-helm,1
queens,openstack/kuryr-tempest-plugin,1
queens,openstack/charm-ceilometer-agent,7
queens,openstack/puppet-openstack_extras,1
queens,openstack/networking-calico,2
queens,openstack/openstack-zuul-jobs,58
queens,openstack/devstack-plugin-ceph,21
queens,openstack/tripleo-quickstart,25
queens,openstack/ldappool,-1
queens,openstack/openstack-ansible-lxc_hosts,3
queens,openstack/oslo.cache,-1
queens,openstack/puppet-manila,3
queens,openstack/masakari-monitors,1
queens,openstack/charm-ceph-osd,3
queens,openstack/manila-specs,1
queens,openstack/oslotest,1
queens,openstack/zun,6
queens,openstack/solum,2
queens,openstack/python-aodhclient,-1
queens,openstack/python-manilaclient,-1
queens,openstack/puppet-ceph,3
queens,openstack/os-refresh-config,18
queens,openstack/monasca-specs,-1
queens,openstack/security-doc,1
queens,openstack/project-config,134
queens,openstack/diskimage-builder,20
queens,openstack/puppet-vswitch,3
queens,openstack/python-keystoneclient,1
queens,openstack/openstack-ansible-os_searchlight,2
queens,openstack/python-brick-cinderclient-ext,-1
queens,openstack/zaqar-tempest-plugin,1
queens,openstack/cookbook-openstackclient,-1
queens,openstack/solum-tempest-plugin,1
queens,openstack/tripleo-ui,2
queens,openstack/ironic-lib,1
queens,openstack/ceilometermiddleware,-1
queens,openstack/puppet-octavia,5
queens,openstack/charm-barbican-softhsm,-1
queens,openstack/oslo.rootwrap,-1
queens,openstack/python-tripleoclient,20
queens,openstack/kuryr-kubernetes,3
queens,openstack/networking-l2gw,2
queens,openstack/watcher,1
queens,openstack/cookbook-openstack-identity,1
queens,openstack/congress-tempest-plugin,21
queens,openstack/networking-baremetal,1
queens,openstack/openstack-ansible-os_tacker,2
queens,openstack/openstack-ansible-rabbitmq_server,2
queens,openstack/openstack-ansible-galera_server,10
queens,openstack/ironic,14
queens,openstack/ceilometer,22
queens,openstack/charm-heat,7
queens,openstack/tripleo-heat-templates,44
queens,openstack/charm-specs,3
queens,openstack/cookbook-openstack-network,2
queens,openstack/python-muranoclient,-1
queens,openstack/mistral-tempest-plugin,1
queens,openstack/qinling,-1
queens,openstack/murano-dashboard,1
queens,openstack/cookbook-openstack-telemetry,-1
queens,openstack/oslo.serialization,6
queens,openstack/openstack-ansible-os_ceilometer,2
queens,openstack/monasca-notification,2
queens,openstack/cookbook-openstack-dns,-1
queens,openstack/networking-midonet,5
queens,openstack/openstack-ansible-os_trove,2
queens,openstack/tacker,20
queens,openstack/openstack-ansible-os_gnocchi,3
queens,openstack/kuryr,1
queens,openstack/charm-manila-generic,2
queens,openstack/ansible-role-k8s-keystone,1
queens,openstack/kuryr-libnetwork,6
queens,openstack/puppet-ec2api,2
queens,openstack/python-zaqarclient,-1
queens,openstack/oslo.privsep,6
queens,openstack/tripleo-docs,13
queens,openstack/networking-ovn,4
queens,openstack/manila-ui,1
queens,openstack/charm-manila,2
queens,openstack/ec2-api,3
queens,openstack/puppet-panko,4
queens,openstack/i18n,1
queens,openstack/devstack,16
queens,openstack/openstack-ansible-os_magnum,4
queens,openstack/puppet-qdr,3
queens,openstack/openstack-ansible-os_keystone,12
queens,openstack/charm-swift-storage,-1
queens,openstack/networking-bgpvpn,4
queens,openstack/monasca-transform,-1
queens,openstack/oslo.policy,-1
queens,openstack/hacking,1
queens,openstack/glance_store,2
queens,openstack/openstack-ansible-os_watcher,2
queens,openstack/osc-lib,4
queens,openstack/puppet-monasca,1
queens,openstack/freezer,21
queens,openstack/storlets,2
queens,openstack/monasca-ceilometer,-1
queens,openstack/congress,6
queens,openstack/puppet-openstacklib,29
queens,openstack/openstack-ansible-repo_server,5
queens,openstack/tripleo-quickstart-extras,21
queens,openstack/puppet-tripleo,34
queens,openstack/networking-bagpipe,4
queens,openstack/openstack-ansible-os_aodh,5
queens,openstack/charm-barbican,-1
queens,openstack/ansible-role-redhat-subscription,2
queens,openstack/python-tackerclient,2
queens,openstack/sahara-extra,-1
queens,openstack/openstack-ansible-openstack_hosts,36
queens,openstack/charm-neutron-api,10
queens,openstack/oslo.db,6
queens,openstack/ironic-specs,5
queens,openstack/rally,3
queens,openstack/openstackdocstheme,2
queens,openstack/python-senlinclient,1
queens,openstack/zun-ui,1
queens,openstack/octavia,6
queens,openstack/ansible-hardening,-1
queens,openstack/puppet-openstack_spec_helper,3
queens,openstack/panko,19
queens,openstack/reviewday,1
queens,openstack/openstack-ansible-repo_build,4
queens,openstack/vitrage-specs,1
queens,openstack/oslo.utils,1
queens,openstack/openstack-ansible-ceph_client,1
queens,openstack/cloudkitty,20
queens,openstack/tripleo-common,27
queens,openstack/devstack-plugin-amqp1,1
queens,openstack/releases,19
queens,openstack/puppet-neutron,7
queens,openstack/puppet-barbican,2
queens,openstack/charm-neutron-gateway,1
queens,openstack/oslo.log,3
queens,openstack/masakari,23
queens,openstack/kayobe,-1
queens,openstack/openstack-ansible-os_heat,2
