Duration,Reviewer_sharing,Project_type
5.58,At least one,Source
126.76,At least one,Source
125.99,At least one,Source
126.26,At least one,Source
126.1,At least one,Source
64.46,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
466.24,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
3.47,At least one,Source
3.47,At least one,Source
3.47,At least one,Source
3.47,At least one,Source
3.47,At least one,Source
3.47,At least one,Source
3.47,At least one,Source
3.47,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
3.42,At least one,Source
407.04,At least one,Source
407.04,At least one,Source
407.04,At least one,Source
407.04,At least one,Source
407.04,At least one,Source
19.87,At least one,Source
19.87,At least one,Source
19.87,At least one,Source
19.87,At least one,Source
1148.5,At least one,Source
1148.5,At least one,Source
1148.5,At least one,Source
1494.86,At least one,Source
1494.86,At least one,Source
1079.74,At least one,Source
2.73,At least one,Source
88.3,At least one,Source
97.1,At least one,Source
70.06,At least one,Source
70.06,At least one,Source
504.18,At least one,Source
0.71,At least one,Source
0.71,At least one,Source
0.71,At least one,Source
0.71,At least one,Source
0.71,At least one,Source
0.71,At least one,Source
0.71,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.69,At least one,Source
0.69,At least one,Source
0.69,At least one,Source
0.69,At least one,Source
0.69,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
0.68,At least one,Source
83.86,At least one,Source
34.79,At least one,Source
26.22,At least one,Source
34.14,At least one,Source
34.14,At least one,Source
67.73,At least one,Source
0.82,At least one,Source
469.25,At least one,Source
145.14,At least one,Source
145.14,At least one,Source
72.49,At least one,Source
72.49,At least one,Source
72.49,At least one,Source
72.49,At least one,Source
1585.72,At least one,Source
361.73,At least one,Source
6.64,At least one,Source
59.87,At least one,Source
76.68,At least one,Source
314.08,At least one,Source
161.99,At least one,Source
75.36,At least one,Source
75.35,At least one,Source
78.94,At least one,Source
75.35,At least one,Source
75.34,At least one,Source
74.92,At least one,Source
216.87,At least one,Source
482.89,At least one,Source
1239.57,At least one,Source
20.79,At least one,Source
51.86,At least one,Source
257.22,At least one,Source
257.22,At least one,Source
257.22,At least one,Source
661.55,At least one,Source
661.55,At least one,Source
6.22,At least one,Source
217.96,At least one,Source
22.31,At least one,Source
338.39,At least one,Source
1094.69,At least one,Source
35.97,At least one,Source
35.97,At least one,Source
1518.97,At least one,Source
1518.97,At least one,Source
195.13,At least one,Source
111.16,At least one,Source
110.0,At least one,Source
109.99,At least one,Source
516.09,At least one,Source
1022.16,At least one,Source
47.65,At least one,Source
47.65,At least one,Source
47.65,At least one,Source
47.65,At least one,Source
47.65,At least one,Source
47.65,At least one,Source
141.42,At least one,Source
141.42,At least one,Source
141.42,At least one,Source
141.42,At least one,Source
141.42,At least one,Source
141.42,At least one,Source
97.26,At least one,Source
97.26,At least one,Source
97.26,At least one,Source
91.29,At least one,Source
91.29,At least one,Source
3.84,At least one,Source
3.84,At least one,Source
21.81,At least one,Source
123.63,At least one,Source
464.09,At least one,Source
2992.0,At least one,Source
17.39,At least one,Source
17.39,At least one,Source
504.17,At least one,Source
1392.38,At least one,Source
138.04,At least one,Source
5.82,At least one,Source
41.28,At least one,Source
4.09,At least one,Source
12.4,At least one,Source
3462.49,At least one,Source
152.63,At least one,Source
493.48,At least one,Source
493.44,At least one,Source
493.43,At least one,Source
514.28,At least one,Source
346.59,At least one,Source
274.53,At least one,Source
301.66,At least one,Source
301.66,At least one,Source
301.66,At least one,Source
479.53,At least one,Source
110.99,At least one,Source
135.36,At least one,Source
73.16,At least one,Source
148.89,At least one,Source
241.28,At least one,Source
282.33,At least one,Source
282.33,At least one,Source
504.25,At least one,Source
2037.32,At least one,Source
2037.32,At least one,Source
2365.64,At least one,Source
5428.26,At least one,Source
106.71,At least one,Source
476.56,At least one,Source
312.94,At least one,Source
27.1,At least one,Source
37.09,At least one,Source
37.09,At least one,Source
37.09,At least one,Source
2.42,At least one,Source
2.42,At least one,Source
2.46,At least one,Source
161.91,At least one,Source
79.95,At least one,Source
213.23,At least one,Source
103.13,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
119.11,At least one,Source
116.68,At least one,Source
116.68,At least one,Source
116.68,At least one,Source
116.68,At least one,Source
116.68,At least one,Source
116.68,At least one,Source
116.68,At least one,Source
116.68,At least one,Source
50.03,At least one,Source
50.03,At least one,Source
50.03,At least one,Source
50.03,At least one,Source
50.03,At least one,Source
50.03,At least one,Source
50.03,At least one,Source
93.21,At least one,Source
93.21,At least one,Source
93.21,At least one,Source
93.21,At least one,Source
93.21,At least one,Source
93.21,At least one,Source
92.02,At least one,Source
92.02,At least one,Source
92.02,At least one,Source
92.02,At least one,Source
92.02,At least one,Source
25.43,At least one,Source
25.43,At least one,Source
25.43,At least one,Source
25.43,At least one,Source
25.36,At least one,Source
25.36,At least one,Source
25.36,At least one,Source
25.26,At least one,Source
25.26,At least one,Source
189.21,At least one,Source
2.11,At least one,Source
32.28,At least one,Source
1127.05,At least one,Source
20.74,At least one,Source
144.49,At least one,Source
980.27,At least one,Source
18.12,At least one,Source
104.24,At least one,Source
87.33,At least one,Source
351.4,At least one,Source
344.38,At least one,Source
344.37,At least one,Source
340.44,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
11.27,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.79,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
10.75,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
179.7,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.82,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.69,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.59,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
10.64,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
86.42,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.65,At least one,Source
10.51,At least one,Source
10.51,At least one,Source
10.51,At least one,Source
10.51,At least one,Source
10.51,At least one,Source
10.51,At least one,Source
10.51,At least one,Source
10.51,At least one,Source
10.49,At least one,Source
10.49,At least one,Source
10.49,At least one,Source
10.49,At least one,Source
10.49,At least one,Source
10.49,At least one,Source
10.49,At least one,Source
10.54,At least one,Source
10.54,At least one,Source
10.54,At least one,Source
10.54,At least one,Source
10.54,At least one,Source
10.54,At least one,Source
