Path,length,service_length
"['openstack/nova', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/devstack', 'openstack/nova']",4,3
"['openstack/tripleo-heat-templates', 'openstack/puppet-neutron', 'openstack/neutron', 'openstack/puppet-tripleo']",4,3
"['openstack/openstack-ansible-os_gnocchi', 'openstack/openstack-ansible-os_gnocchi', 'openstack/openstack-ansible-os_gnocchi', 'openstack/openstack-ansible-os_aodh', 'openstack/openstack-ansible-galera_server', 'openstack/openstack-ansible-galera_server', 'openstack/openstack-ansible-galera_client', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-galera_client', 'openstack/openstack-ansible-galera_client']",5,2
"['openstack/diskimage-builder', 'openstack/tripleo-ci']",2,2
"['openstack/devstack', 'openstack/devstack', 'openstack/project-config', 'openstack/devstack']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/kolla-kubernetes']",3,2
"['openstack/nova', 'openstack/devstack', 'openstack/devstack', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/puppet-tripleo', 'openstack/puppet-swift']",2,2
"['openstack/bandit', 'openstack/barbican']",2,2
"['openstack/cinder', 'openstack/nova']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/openstack-ansible', 'openstack/openstack-ansible-os_neutron', 'openstack/openstack-ansible', 'openstack/releases']",3,2
"['openstack/swift', 'openstack/swift', 'openstack/tempest', 'openstack/tempest', 'openstack/devstack', 'openstack/heat']",4,4
"['openstack/openstack-ansible-os_nova', 'openstack/openstack-ansible-ops']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/instack-undercloud', 'openstack/mistral', 'openstack/instack-undercloud', 'openstack/puppet-mistral', 'openstack/mistral']",3,3
"['openstack/openstack-ansible-os_ceilometer', 'openstack/openstack-ansible-os_cinder', 'openstack/openstack-ansible-os_gnocchi', 'openstack/openstack-ansible-os_tempest', 'openstack/openstack-ansible-os_neutron', 'openstack/openstack-ansible-os_glance', 'openstack/openstack-ansible-os_nova', 'openstack/openstack-ansible-os_cloudkitty', 'openstack/openstack-ansible-repo_server', 'openstack/openstack-ansible-os_octavia', 'openstack/openstack-ansible-repo_build', 'openstack/openstack-ansible-os_horizon', 'openstack/openstack-ansible-os_sahara', 'openstack/openstack-ansible-os_magnum', 'openstack/openstack-ansible-os_barbican', 'openstack/openstack-ansible-os_keystone', 'openstack/openstack-ansible-rabbitmq_server', 'openstack/openstack-ansible-os_swift', 'openstack/openstack-ansible-os_trove', 'openstack/openstack-ansible-os_aodh', 'openstack/openstack-ansible-os_designate', 'openstack/openstack-ansible-os_ironic', 'openstack/openstack-ansible-os_heat', 'openstack/openstack-ansible-os_zaqar', 'openstack/openstack-ansible-os_tacker', 'openstack/openstack-ansible-os_rally', 'openstack/openstack-ansible-os_searchlight', 'openstack/openstack-ansible-os_watcher', 'openstack/openstack-ansible-lxc_hosts', 'openstack/openstack-ansible-os_almanach', 'openstack/openstack-ansible-os_monasca', 'openstack/openstack-ansible-os_molteniron', 'openstack/openstack-ansible-os_monasca-agent', 'openstack/openstack-ansible-galera_client', 'openstack/openstack-ansible-openstack_hosts', 'openstack/openstack-ansible', 'openstack/openstack-ansible-tests']",37,2
"['openstack/ironic', 'openstack/nova', 'openstack/ironic']",2,2
"['openstack/congress-tempest-plugin', 'openstack/congress']",2,2
"['openstack/openstack-ansible', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-os_nova']",3,2
"['openstack/tempest', 'openstack/ironic']",2,2
"['openstack/releases', 'openstack/puppet-tripleo']",2,2
"['openstack/ceilometer', 'openstack/aodh']",2,2
"['openstack/nova', 'openstack/keystoneauth']",2,2
"['openstack/nova', 'openstack/keystoneauth']",2,2
"['openstack/nova', 'openstack/keystoneauth']",2,2
"['openstack/releases', 'openstack/monasca-agent']",2,2
"['openstack/charm-neutron-gateway', 'openstack/charm-nova-cloud-controller', 'openstack/charm-nova-cloud-controller', 'openstack/charm-keystone']",3,3
"['openstack/tripleo-heat-templates', 'openstack/puppet-panko', 'openstack/puppet-panko']",2,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-neutron']",2,2
"['openstack/congress-tempest-plugin', 'openstack/congress']",2,2
"['openstack/congress', 'openstack/congress-tempest-plugin']",2,2
"['openstack/openstacksdk', 'openstack/python-openstackclient', 'openstack/requirements']",3,2
"['openstack/project-config', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/openstack-zuul-jobs', 'openstack/magnum', 'openstack/openstack-zuul-jobs', 'openstack/openstack-zuul-jobs', 'openstack/project-config']",3,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/cinder', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/python-openstackclient', 'openstack/tempest', 'openstack/nova', 'openstack/neutron-lib', 'openstack/neutron']",5,4
"['openstack/project-config', 'openstack/networking-odl']",2,2
"['openstack/cinder', 'openstack/nova', 'openstack/tempest', 'openstack/tempest', 'openstack/devstack', 'openstack/tempest', 'openstack/cinder', 'openstack/nova', 'openstack/nova', 'openstack/cinder', 'openstack/devstack']",4,4
"['openstack/horizon-cisco-ui', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/cinder', 'openstack/openstack-ansible-os_cinder', 'openstack/openstack-ansible-os_cinder', 'openstack/cinder-tempest-plugin']",3,2
"['openstack/kolla', 'openstack/tripleo-common']",2,2
"['openstack/diskimage-builder', 'openstack/ironic-python-agent']",2,2
"['openstack/tripleo-quickstart', 'openstack/telemetry-tempest-plugin']",2,2
"['openstack/puppet-glare', 'openstack/instack-undercloud']",2,2
"['openstack/project-config', 'openstack/openstack-zuul-jobs', 'openstack/neutron', 'openstack/keystone', 'openstack/project-config', 'openstack/openstack-zuul-jobs']",4,3
"['openstack/python-openstackclient', 'openstack/puppet-neutron', 'openstack/networking-baremetal', 'openstack/networking-baremetal', 'openstack/networking-baremetal', 'openstack/networking-baremetal', 'openstack/ironic', 'openstack/ironic', 'openstack/ironic', 'openstack/networking-baremetal', 'openstack/networking-baremetal', 'openstack/puppet-ironic', 'openstack/networking-baremetal', 'openstack/networking-baremetal', 'openstack/networking-baremetal', 'openstack/ironic', 'openstack/networking-baremetal', 'openstack/networking-baremetal']",5,3
"['openstack/project-config', 'openstack/heat-translator']",2,2
"['openstack/releases', 'openstack/openstacksdk', 'openstack/openstacksdk']",2,2
"['openstack/requirements', 'openstack/grenade']",2,2
"['openstack/horizon', 'openstack/requirements', 'openstack/grenade']",3,3
"['openstack/project-config', 'openstack/oslo-cookiecutter']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/requirements', 'openstack/glance', 'openstack/keystone', 'openstack/cinder', 'openstack/nova']",5,5
"['openstack/nova', 'openstack/ironic', 'openstack/requirements']",3,3
"['openstack/tripleo-heat-templates', 'openstack/tripleo-docs', 'openstack/instack-undercloud', 'openstack/tripleo-heat-templates', 'openstack/heat-tempest-plugin', 'openstack/heat', 'openstack/heat-tempest-plugin']",5,2
"['openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-neutron', 'openstack/puppet-neutron', 'openstack/puppet-neutron', 'openstack/tripleo-heat-templates', 'openstack/puppet-neutron']",2,2
"['openstack/project-config', 'openstack/nova', 'openstack/nova', 'openstack/openstack-zuul-jobs', 'openstack/nova']",3,2
"['openstack/requirements', 'openstack/tripleo-common']",2,2
"['openstack/nova', 'openstack/devstack', 'openstack/nova']",2,2
"['openstack/heat', 'openstack/zaqar']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-heat', 'openstack/puppet-heat']",2,2
"['openstack/devstack', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/aodh', 'openstack/devstack']",2,2
"['openstack/releases', 'openstack/python-swiftclient']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/requirements', 'openstack/glance']",2,2
"['openstack/nova', 'openstack/openstackdocstheme']",2,2
"['openstack/nova', 'openstack/horizon', 'openstack/openstackdocstheme']",3,3
"['openstack/releases', 'openstack/oslo.versionedobjects']",2,2
"['openstack/tripleo-common', 'openstack/mistral']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/bashate', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/project-config', 'openstack/neutron-fwaas', 'openstack/project-config', 'openstack/project-config', 'openstack/rally']",5,4
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/monasca-log-api']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/horizon', 'openstack/requirements']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/nova', 'openstack/os-brick', 'openstack/os-brick', 'openstack/os-brick', 'openstack/os-brick', 'openstack/os-brick', 'openstack/os-brick', 'openstack/nova']",2,2
"['openstack/nova', 'openstack/requirements']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/devstack', 'openstack/openstacksdk', 'openstack/python-openstackclient']",3,2
"['openstack/tripleo-docs', 'openstack/octavia', 'openstack/neutron']",3,3
"['openstack/tripleo-ci', 'openstack/devstack', 'openstack/openstack-zuul-jobs', 'openstack/devstack-gate', 'openstack/openstack-zuul-jobs', 'openstack/devstack-gate', 'openstack/openstack-zuul-jobs']",4,3
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config', 'openstack/project-config']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/python-openstackclient', 'openstack/keystoneauth']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/requirements', 'openstack/project-config', 'openstack/openstack-zuul-jobs']",3,2
"['openstack/tempest', 'openstack/manila']",2,2
"['openstack/trove', 'openstack/governance']",2,2
"['openstack/charm-designate', 'openstack/charm-neutron-api']",2,2
"['openstack/kolla', 'openstack/kolla', 'openstack/tripleo-validations', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-validations', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates']",3,2
"['openstack/requirements', 'openstack/nova', 'openstack/requirements']",2,2
"['openstack/zun-ui', 'openstack/horizon']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/project-config', 'openstack/trove']",3,2
"['openstack/neutron', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/project-config', 'openstack/project-config', 'openstack/neutron', 'openstack/neutron']",3,2
"['openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-horizon', 'openstack/puppet-horizon', 'openstack/puppet-horizon', 'openstack/puppet-horizon']",2,2
"['openstack/cinder', 'openstack/os-win']",2,2
"['openstack/nova', 'openstack/cinder', 'openstack/barbican-tempest-plugin']",3,3
"['openstack/requirements', 'openstack/hacking', 'openstack/python-tackerclient', 'openstack/mox3']",4,4
"['openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/puppet-neutron', 'openstack/puppet-vswitch']",4,2
"['openstack/congress', 'openstack/telemetry-tempest-plugin']",2,2
"['openstack/tripleo-quickstart', 'openstack/tripleo-heat-templates', 'openstack/puppet-nova', 'openstack/tripleo-quickstart', 'openstack/tripleo-heat-templates']",3,2
"['openstack/neutron', 'openstack/openstackdocstheme']",2,2
"['openstack/project-config', 'openstack/shade', 'openstack/project-config']",2,2
"['openstack/keystoneauth', 'openstack/openstacksdk', 'openstack/python-openstackclient']",3,2
"['openstack/aodh', 'openstack/ceilometer']",2,2
"['openstack/devstack', 'openstack/oslo.service', 'openstack/devstack-gate', 'openstack/cinder', 'openstack/neutron']",5,5
"['openstack/devstack-gate', 'openstack/neutron']",2,2
"['openstack/aodh', 'openstack/ceilometer']",2,2
"['openstack/sahara-tests', 'openstack/sahara-tests', 'openstack/tempest', 'openstack/tempest', 'openstack/python-mistralclient', 'openstack/python-mistralclient']",3,3
"['openstack/neutron-tempest-plugin', 'openstack/horizon', 'openstack/octavia-tempest-plugin', 'openstack/networking-l2gw-tempest-plugin', 'openstack/tempest', 'openstack/neutron-tempest-plugin', 'openstack/octavia-tempest-plugin', 'openstack/networking-l2gw-tempest-plugin', 'openstack/horizon']",5,4
"['openstack/aodh', 'openstack/ceilometer', 'openstack/panko', 'openstack/telemetry-tempest-plugin']",4,3
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/releases', 'openstack/python-novaclient']",2,2
"['openstack/releases', 'openstack/openstackdocstheme']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/heat-templates']",3,2
"['openstack/nova', 'openstack/nova', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/nova']",3,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/keystone']",3,2
"['openstack/cinder', 'openstack/ec2-api', 'openstack/ec2-api', 'openstack/ec2-api']",2,2
"['openstack/congress-tempest-plugin', 'openstack/congress', 'openstack/congress-tempest-plugin', 'openstack/congress-tempest-plugin']",2,2
"['openstack/openstack-manuals', 'openstack/trove']",2,2
"['openstack/project-config', 'openstack/devstack']",2,2
"['openstack/project-config', 'openstack/networking-generic-switch']",2,2
"['openstack/astara-neutron', 'openstack/astara']",2,2
"['openstack/governance', 'openstack/python-ceilometerclient', 'openstack/project-config', 'openstack/openstack-zuul-jobs', 'openstack/project-config']",4,3
"['openstack/ironic', 'openstack/devstack', 'openstack/nova']",3,3
"['openstack/nova', 'openstack/releases', 'openstack/nova', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/whereto', 'openstack/project-config']",2,2
"['openstack/zun', 'openstack/devstack-plugin-container']",2,2
"['openstack/ironic-tempest-plugin', 'openstack/project-config']",2,2
"['openstack/congress-tempest-plugin', 'openstack/congress']",2,2
"['openstack/murano', 'openstack/cinder']",2,2
"['openstack/congress-tempest-plugin', 'openstack/congress']",2,2
"['openstack/project-config', 'openstack/manila-specs']",2,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/puppet-keystone']",3,2
"['openstack/charm-hacluster', 'openstack/charm-neutron-api', 'openstack/charm-hacluster']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/heat']",2,2
"['openstack/tripleo-quickstart', 'openstack/barbican']",2,2
