devs_nbr,projects_nbr,dev_status
23266,2,Non core
23267,4,Non core
23269,3,Non core
23271,4,Non core
23272,1,Non core
23276,4,Non core
23279,10,Non core
23303,63,Non core
23310,6,Non core
23312,46,Non core
23314,55,Non core
23317,190,Non core
23326,1,Non core
23330,2,Non core
23332,4,Non core
23360,15,Non core
23363,2,Non core
23364,2,Non core
23365,14,Core
23375,1,Non core
23382,5,Non core
23383,1,Non core
23401,5,Core
23402,3,Non core
23413,1,Non core
23414,2,Non core
23416,5,Non core
23417,3,Non core
23419,3,Non core
23422,1,Non core
23430,2,Non core
23433,6,Non core
23435,1,Non core
23443,1,Non core
23446,18,Non core
23449,1,Non core
23450,1,Non core
23454,2,Non core
23455,5,Non core
23458,7,Non core
23464,1,Non core
23467,2,Non core
23469,2,Non core
23479,3,Non core
23483,2,Non core
23484,1,Non core
23488,1,Non core
23511,1,Non core
23512,1,Non core
23517,19,Core
23518,7,Non core
23551,2,Non core
23561,8,Non core
23565,4,Non core
23567,13,Core
23590,2,Non core
23598,4,Non core
23601,1,Non core
23602,5,Non core
23618,3,Non core
23621,1,Non core
23625,7,Non core
23628,2,Non core
23630,46,Core
23636,2,Non core
23644,2,Non core
23645,2,Non core
23650,3,Non core
23654,3,Non core
23656,1,Non core
23659,5,Non core
23668,1,Non core
23674,2,Non core
23676,1,Non core
23680,1,Non core
23681,3,Non core
23686,1,Non core
23692,1,Non core
23709,1,Non core
23717,22,Non core
23719,1,Non core
23729,2,Non core
23733,30,Non core
23734,1,Non core
23735,18,Non core
23739,1,Non core
23741,3,Non core
23754,3,Non core
23757,13,Non core
23759,2,Non core
23760,3,Non core
23763,1,Non core
23766,4,Core
23770,1,Non core
23771,2,Non core
23781,2,Non core
23794,1,Non core
23803,2,Non core
23804,22,Core
23805,5,Non core
23811,22,Non core
23813,1,Non core
23821,5,Non core
23822,8,Non core
23823,16,Non core
23825,24,Non core
23829,2,Core
23840,9,Non core
23847,7,Core
23848,5,Non core
23849,1,Non core
23851,48,Core
23866,8,Non core
23871,7,Non core
23874,63,Non core
23882,1,Non core
23883,4,Non core
23885,2,Non core
23887,2,Non core
23889,5,Non core
23891,1,Non core
23896,1,Non core
23900,2,Non core
23913,48,Non core
23922,6,Non core
23924,4,Core
23928,12,Core
23936,3,Non core
23942,6,Non core
23950,29,Core
23958,24,Non core
23969,2,Non core
23970,2,Non core
23972,1,Non core
23982,1,Non core
23983,5,Non core
23984,4,Non core
24005,8,Non core
24006,3,Non core
24013,7,Non core
24022,2,Non core
24036,2,Non core
24037,2,Non core
24042,5,Non core
24043,4,Core
24056,1,Non core
24061,34,Core
24062,1,Non core
24064,2,Non core
24072,17,Core
24080,1,Non core
24081,1,Non core
24086,2,Non core
24095,10,Non core
24099,4,Non core
24100,2,Non core
24101,2,Non core
24103,5,Non core
24105,1,Non core
24115,4,Non core
24116,2,Non core
24118,2,Non core
24127,2,Non core
24131,6,Non core
24132,12,Non core
24147,9,Core
24162,41,Core
24164,3,Non core
24165,3,Non core
24168,1,Non core
24177,2,Non core
24181,1,Non core
24188,3,Non core
24209,36,Non core
24215,2,Non core
24223,4,Non core
24225,4,Non core
24232,1,Non core
24237,12,Non core
24244,2,Non core
24245,45,Core
24247,2,Non core
24250,3,Non core
24268,2,Non core
24269,25,Non core
24286,2,Non core
24288,1,Non core
24289,3,Non core
24290,3,Non core
24297,13,Non core
24299,3,Non core
24311,2,Non core
24313,3,Non core
24316,2,Non core
24319,2,Non core
24322,1,Non core
24329,1,Non core
24330,7,Non core
24343,2,Non core
24355,1,Non core
24406,10,Non core
24407,5,Non core
24409,1,Non core
24427,4,Non core
24434,1,Non core
24438,6,Non core
24441,52,Non core
24442,1,Non core
24448,1,Non core
24454,2,Non core
24456,5,Non core
24470,4,Non core
24484,1,Non core
24489,1,Non core
24501,9,Core
24504,16,Non core
24505,3,Non core
24508,2,Non core
24533,4,Non core
24549,2,Non core
24559,2,Non core
24562,2,Non core
24564,16,Non core
24574,3,Non core
24575,2,Non core
24580,10,Non core
24598,1,Non core
24603,1,Non core
24604,3,Non core
24612,1,Non core
24635,5,Core
24638,2,Non core
24645,7,Non core
24647,4,Non core
24648,2,Non core
24649,4,Non core
24654,2,Non core
24666,1,Non core
24679,1,Non core
24687,7,Non core
24710,1,Non core
24711,5,Non core
24713,4,Non core
24718,1,Non core
24728,1,Non core
24739,3,Non core
24741,2,Non core
24742,1,Non core
24744,2,Non core
24757,1,Non core
24777,3,Non core
24780,4,Core
24785,2,Non core
24786,2,Non core
24791,19,Non core
24797,3,Non core
24816,4,Non core
24817,2,Non core
24824,44,Non core
24827,1,Non core
24828,21,Core
24831,2,Non core
24849,6,Non core
24859,1,Non core
24868,3,Non core
24870,3,Non core
24872,14,Core
24879,1,Non core
24883,8,Non core
24884,2,Non core
24890,9,Non core
24900,1,Non core
24903,14,Non core
24904,2,Non core
24908,1,Non core
24919,4,Non core
24924,19,Non core
24925,37,Non core
24952,2,Non core
24965,2,Non core
24978,2,Non core
24999,2,Non core
25001,3,Non core
25005,34,Non core
25006,11,Non core
25007,2,Non core
25011,8,Non core
25022,29,Non core
25023,79,Core
25025,1,Non core
25026,2,Non core
25033,8,Non core
25041,3,Non core
25048,2,Non core
25050,2,Non core
25055,9,Non core
25058,9,Non core
25059,1,Non core
25065,3,Non core
25066,3,Non core
25067,21,Non core
25072,9,Non core
25073,62,Non core
25077,3,Non core
25079,39,Non core
25080,6,Non core
25085,1,Non core
25089,3,Non core
25100,3,Non core
25101,1,Non core
25105,3,Non core
25109,3,Non core
25110,2,Non core
25111,15,Non core
25113,5,Non core
25128,9,Non core
25135,2,Non core
25138,2,Non core
25165,8,Non core
25167,11,Non core
25169,2,Non core
25171,8,Non core
25186,3,Non core
25187,1,Non core
25221,8,Non core
25225,20,Non core
25235,2,Non core
25237,2,Non core
25238,2,Non core
25239,4,Non core
25241,7,Non core
25242,3,Non core
25245,3,Non core
25251,1,Non core
25254,51,Non core
25259,2,Non core
25272,1,Non core
25273,3,Non core
25274,1,Non core
25277,7,Core
25278,1,Non core
25284,28,Non core
25290,3,Non core
25301,2,Non core
25311,2,Non core
25320,3,Non core
25323,2,Non core
25336,2,Non core
25351,4,Non core
25373,2,Non core
25376,4,Non core
25388,18,Non core
25395,10,Core
25397,4,Non core
25401,3,Non core
25402,16,Core
25405,1,Non core
25423,2,Non core
25431,13,Non core
25432,15,Non core
25433,6,Non core
25435,1,Non core
25437,2,Non core
25440,1,Non core
25444,1,Non core
25448,1,Non core
25456,12,Non core
25489,2,Non core
25493,3,Non core
25505,6,Non core
25530,3,Non core
25544,1,Non core
25547,2,Non core
25550,1,Non core
25551,3,Non core
25553,33,Core
25559,4,Non core
25562,31,Non core
25564,10,Non core
25568,8,Non core
25571,79,Non core
25575,2,Core
25585,2,Non core
25587,12,Non core
25588,2,Non core
25591,6,Non core
25593,2,Non core
25600,51,Core
25601,3,Non core
25613,18,Non core
25618,4,Non core
25625,13,Core
25630,3,Non core
25632,6,Non core
25635,2,Non core
25638,3,Non core
25640,3,Non core
25643,2,Non core
25648,3,Non core
25651,4,Non core
25653,1,Non core
25660,2,Non core
25661,1,Non core
25664,4,Non core
25666,7,Non core
25674,8,Core
25675,3,Non core
25695,40,Core
25696,2,Non core
25701,12,Core
25708,1,Non core
25720,41,Non core
25726,1,Non core
25731,2,Non core
25733,8,Core
25734,1,Non core
25738,9,Core
25740,26,Non core
25747,57,Non core
25764,1,Non core
25805,2,Non core
25817,5,Non core
25820,12,Non core
25837,7,Non core
25838,2,Non core
25846,5,Non core
25847,2,Core
25865,3,Non core
25877,25,Non core
25891,5,Non core
25899,5,Non core
25903,219,Non core
25904,3,Non core
25907,3,Non core
25919,2,Non core
25936,6,Core
25942,1,Non core
25943,3,Non core
25944,58,Non core
25946,2,Non core
25972,1,Non core
25974,1,Non core
25977,4,Non core
25983,6,Non core
25984,3,Non core
25990,2,Non core
25998,1,Non core
26006,2,Non core
26015,3,Non core
26018,3,Non core
26019,3,Non core
26025,2,Non core
26026,2,Non core
26032,5,Non core
26038,1,Non core
26040,43,Non core
26072,76,Non core
26076,1,Non core
26079,21,Non core
26086,1,Non core
26088,2,Non core
26089,6,Non core
26091,1,Non core
26095,4,Non core
26097,2,Non core
26101,5,Non core
26106,8,Non core
26111,1,Non core
26114,6,Non core
26118,2,Non core
26120,5,Non core
26131,5,Non core
26133,2,Non core
26134,2,Non core
26135,1,Non core
26139,8,Non core
26141,15,Non core
26143,1,Non core
26150,2,Non core
26151,10,Non core
26153,2,Non core
26155,2,Non core
26157,1,Non core
26159,1,Non core
26171,3,Non core
26179,1,Non core
26181,7,Non core
26185,5,Non core
26196,3,Non core
26197,1,Non core
26198,1,Non core
26199,1,Non core
26205,1,Non core
26213,1,Non core
26220,3,Non core
26222,9,Core
26229,1,Non core
26233,6,Non core
26235,1,Non core
26242,3,Non core
26247,1,Non core
26248,2,Non core
26250,8,Non core
26251,4,Non core
26263,4,Non core
26271,34,Non core
26272,3,Non core
26275,2,Non core
26285,71,Core
26286,2,Non core
26288,1,Non core
26295,17,Non core
26297,280,Non core
26299,2,Non core
26307,2,Non core
26310,16,Non core
26311,7,Non core
26319,1,Non core
26339,4,Core
26340,22,Core
26341,1,Non core
26343,19,Non core
26355,4,Non core
26359,6,Non core
26365,2,Non core
26382,1,Non core
26387,1,Non core
26400,2,Non core
26401,1,Non core
26402,1,Non core
26405,9,Non core
26415,5,Non core
26422,1,Non core
26435,5,Non core
26438,4,Non core
26441,1,Non core
26445,3,Non core
26449,4,Non core
26456,1,Non core
26458,82,Core
26460,5,Non core
26463,12,Non core
26464,5,Non core
26472,1,Non core
26484,2,Non core
26488,2,Non core
26490,38,Non core
26498,5,Non core
26503,1,Non core
26504,2,Non core
26505,2,Non core
26507,6,Core
26509,1,Non core
26517,2,Non core
26535,2,Non core
26541,12,Non core
26546,6,Non core
26548,5,Non core
26569,2,Non core
26570,1,Non core
26571,3,Non core
26575,1,Non core
26576,2,Non core
26580,3,Non core
26581,3,Non core
26584,41,Non core
26588,3,Core
26589,1,Non core
26590,3,Non core
26596,1,Non core
26598,5,Non core
26613,1,Non core
26617,44,Non core
26628,2,Non core
26639,2,Non core
26642,3,Non core
26644,2,Non core
26645,2,Non core
26647,8,Non core
26650,2,Non core
26651,1,Non core
26666,1,Non core
26674,2,Non core
26678,2,Non core
26679,4,Non core
26686,2,Non core
26689,2,Non core
26690,1,Non core
26693,6,Non core
26702,1,Non core
26721,25,Non core
26729,3,Non core
26733,11,Non core
26734,3,Non core
26767,2,Non core
26768,4,Non core
26772,1,Non core
26775,48,Non core
26776,20,Non core
26790,4,Non core
26792,1,Non core
26815,2,Non core
26827,5,Non core
26828,7,Non core
26832,2,Non core
26861,3,Non core
26867,2,Non core
26874,1,Non core
26880,4,Non core
26886,1,Non core
26889,1,Non core
26892,2,Non core
26895,1,Non core
26899,2,Non core
26907,1,Non core
26916,1,Non core
26922,2,Non core
26925,2,Non core
26931,2,Non core
26936,8,Non core
26948,2,Non core
26968,2,Non core
26970,12,Non core
26972,4,Non core
26991,3,Non core
27000,2,Non core
27006,1,Non core
27008,2,Non core
27012,5,Non core
27020,1,Non core
27032,9,Core
27037,1,Non core
27040,1,Non core
27052,5,Non core
27056,4,Non core
27057,8,Non core
27059,1,Non core
27060,8,Non core
27068,26,Core
27069,4,Non core
27078,10,Non core
27079,3,Non core
27086,2,Non core
27141,1,Non core
27143,11,Non core
27153,127,Non core
27156,2,Non core
27173,1,Non core
27180,3,Non core
27181,1,Non core
27188,2,Non core
27190,46,Non core
27191,12,Non core
27193,1,Non core
27201,2,Non core
27212,1,Non core
27215,4,Core
27224,11,Core
27252,3,Non core
27253,8,Core
27256,4,Non core
27274,2,Non core
27275,1,Non core
27277,4,Non core
27288,2,Non core
27295,2,Non core
27298,1,Non core
27300,1,Non core
27302,10,Non core
27303,2,Non core
27316,2,Non core
27317,2,Non core
27329,11,Non core
27330,4,Non core
27334,2,Non core
27336,74,Non core
27337,1,Non core
27338,1,Non core
27339,26,Core
27345,5,Non core
27346,17,Non core
27349,2,Non core
27361,18,Non core
27366,27,Non core
27368,24,Non core
27370,8,Non core
27371,1,Non core
27372,27,Non core
27378,1,Non core
27380,4,Non core
27382,8,Non core
27383,23,Non core
27385,56,Non core
27386,33,Non core
27399,14,Non core
27405,5,Non core
27418,1,Non core
27419,28,Non core
27420,2,Non core
27427,16,Non core
27442,2,Non core
27446,2,Non core
27458,5,Core
27459,2,Non core
27462,1,Non core
27471,12,Non core
27478,5,Core
27488,7,Non core
27490,2,Non core
27496,2,Non core
27498,2,Non core
27499,3,Non core
27507,21,Non core
27511,19,Non core
27527,2,Non core
27532,3,Non core
27546,1,Non core
27549,38,Non core
27550,2,Non core
27560,1,Non core
27565,116,Core
27566,12,Non core
27569,2,Non core
27570,1,Non core
27576,3,Non core
27577,12,Non core
27578,1,Non core
27581,1,Non core
27585,3,Non core
27589,6,Non core
27593,6,Non core
27594,6,Non core
27602,2,Non core
27611,1,Non core
27614,9,Non core
27615,48,Core
27619,3,Non core
27621,24,Core
27622,2,Non core
27626,2,Non core
27632,2,Non core
27633,3,Non core
27641,2,Non core
27654,21,Core
27656,1,Non core
27657,1,Non core
27658,1,Non core
27661,1,Non core
27668,1,Non core
27676,1,Non core
27678,25,Non core
27681,1,Non core
27683,2,Non core
27695,2,Non core
27697,6,Non core
27699,2,Non core
27701,3,Non core
27715,2,Non core
27733,3,Non core
27738,2,Non core
27742,2,Non core
27743,3,Non core
27749,2,Non core
27766,18,Non core
27774,4,Non core
27778,1,Non core
27781,165,Non core
27794,1,Non core
27800,1,Non core
27801,3,Non core
27809,7,Non core
27815,5,Non core
27822,239,Non core
27824,1,Non core
27832,1,Non core
27838,10,Non core
27842,2,Non core
27846,1,Non core
27866,2,Non core
27880,3,Core
27887,1,Non core
27898,30,Non core
27900,11,Core
27909,13,Core
27915,3,Non core
27920,1,Non core
27926,1,Non core
27941,4,Non core
27944,4,Non core
27947,2,Non core
27954,30,Non core
27961,2,Non core
27977,6,Non core
27978,3,Non core
27979,3,Non core
27983,1,Core
27995,1,Non core
28003,21,Non core
28008,59,Core
28011,2,Non core
28012,2,Non core
28014,16,Non core
28022,21,Core
28025,2,Non core
28028,1,Non core
28032,8,Non core
28035,3,Non core
28048,18,Core
28050,1,Non core
28054,3,Non core
28056,1,Non core
28060,1,Non core
28062,20,Non core
28063,3,Core
28071,3,Core
28075,7,Non core
28080,1,Non core
28082,1,Non core
28088,2,Non core
28094,3,Non core
28100,2,Non core
28101,3,Non core
28111,1,Non core
28128,5,Non core
28140,1,Non core
28159,11,Non core
28162,2,Non core
28171,1,Non core
28174,23,Non core
28176,21,Non core
28180,2,Non core
28182,2,Non core
28186,2,Non core
28188,1,Non core
28208,9,Non core
28217,1,Non core
28223,33,Non core
28239,12,Non core
28248,3,Non core
28258,1,Non core
28271,8,Non core
28275,3,Non core
28278,26,Non core
28281,1,Non core
28284,1,Non core
28287,2,Non core
28293,1,Non core
28295,2,Non core
28322,1,Non core
28328,2,Non core
28329,14,Non core
28331,5,Non core
28332,6,Non core
28333,1,Non core
28354,2,Non core
28356,21,Core
28359,1,Non core
28367,5,Non core
28370,2,Non core
28372,4,Core
28373,8,Non core
28374,2,Non core
28376,2,Non core
28394,1,Non core
28396,1,Non core
28397,2,Non core
28402,1,Non core
28403,1,Non core
28410,2,Non core
28411,1,Non core
28412,2,Non core
28427,44,Non core
28433,3,Non core
28435,2,Non core
28438,2,Non core
28452,2,Non core
28454,1,Non core
28459,1,Non core
28463,1,Non core
28470,2,Non core
28471,2,Non core
28489,2,Non core
28499,2,Non core
28502,1,Non core
28504,8,Non core
28510,9,Non core
28514,2,Non core
28518,2,Non core
28521,57,Non core
28522,360,Core
28529,2,Non core
28530,1,Non core
28541,1,Non core
28542,1,Non core
28543,125,Non core
28556,1,Non core
28563,9,Non core
28569,1,Non core
28570,2,Non core
28592,2,Non core
28595,13,Non core
28607,1,Non core
28608,8,Non core
28609,6,Non core
28613,27,Non core
28614,260,Non core
28618,6,Core
28619,107,Core
28621,2,Non core
28628,3,Non core
28637,16,Non core
28643,3,Non core
28646,2,Non core
28649,2,Non core
28653,3,Non core
28654,5,Non core
28655,1,Non core
28664,2,Non core
28665,10,Non core
28671,3,Non core
28675,2,Non core
28691,6,Non core
28695,5,Non core
28696,2,Non core
28701,3,Non core
28706,19,Non core
28710,1,Non core
28714,5,Non core
28716,2,Non core
28718,2,Non core
28719,5,Non core
28721,6,Non core
28722,2,Non core
28726,5,Non core
28730,1,Non core
28735,3,Non core
28743,29,Non core
28748,33,Core
28752,27,Non core
28758,1,Non core
28759,5,Non core
28777,4,Non core
28781,2,Non core
28783,1,Non core
28799,1,Non core
28806,1,Non core
28842,10,Non core
28847,1,Non core
28849,3,Non core
28869,2,Non core
28875,2,Non core
28889,11,Non core
28899,9,Non core
28910,2,Non core
28926,2,Non core
28931,3,Non core
28935,126,Non core
28940,1,Non core
28948,12,Core
28949,1,Non core
28956,49,Non core
28961,2,Non core
28971,1,Non core
29012,2,Non core
29013,2,Non core
29018,1,Non core
29037,5,Non core
29051,4,Non core
29053,2,Non core
29058,2,Non core
29062,4,Non core
29068,2,Non core
29071,15,Non core
29074,6,Non core
29088,3,Non core
29093,2,Non core
29100,9,Core
29106,1,Non core
29122,1,Non core
29124,1,Core
29125,3,Non core
29130,1,Non core
29131,4,Non core
29132,2,Non core
29134,1,Non core
29139,6,Non core
29144,3,Non core
29147,2,Non core
29156,2,Non core
29157,10,Non core
29161,3,Non core
29165,6,Non core
29167,2,Non core
29181,1,Non core
29191,1,Non core
29201,6,Non core
29209,2,Non core
29213,1,Non core
29217,1,Non core
29222,23,Non core
29233,1,Non core
29236,3,Non core
29238,3,Non core
29239,5,Non core
29244,24,Core
29254,2,Non core
29256,2,Non core
29260,6,Non core
29268,7,Non core
29269,2,Non core
29270,2,Non core
29272,2,Non core
29278,3,Non core
29291,2,Non core
29296,3,Non core
29297,1,Non core
29298,3,Non core
29303,1,Non core
29307,2,Non core
29311,1,Non core
29313,52,Core
29335,4,Non core
29339,1,Non core
29342,1,Non core
29344,3,Non core
29349,2,Non core
29350,5,Non core
29355,1,Non core
29356,2,Non core
29360,6,Non core
29364,2,Non core
29369,1,Non core
29370,1,Non core
29377,2,Non core
29381,1,Non core
29383,2,Non core
29397,3,Non core
29399,1,Non core
29400,1,Non core
29405,2,Non core
29422,2,Non core
29423,104,Non core
29425,2,Non core
29432,1,Non core
29446,2,Non core
29451,2,Non core
29452,3,Non core
29455,1,Non core
29466,4,Non core
29502,1,Non core
29503,5,Non core
29514,2,Non core
29525,6,Non core
29539,1,Non core
29543,5,Non core
29549,2,Non core
29556,3,Non core
29558,9,Non core
29568,3,Non core
29572,2,Non core
29574,3,Non core
29579,1,Non core
29585,6,Non core
29586,1,Non core
29602,2,Non core
29605,9,Non core
29614,2,Non core
29615,1,Non core
29620,1,Non core
29625,5,Non core
29631,1,Non core
29632,13,Core
29638,2,Non core
29639,2,Non core
29647,2,Non core
29650,1,Non core
29657,2,Non core
29668,4,Non core
29671,3,Non core
29674,2,Non core
29675,3,Non core
29681,1,Non core
29685,1,Non core
29702,3,Non core
29720,1,Non core
29721,52,Non core
29725,2,Non core
29729,3,Non core
29738,1,Non core
29745,2,Non core
29759,3,Non core
29766,1,Non core
29771,2,Non core
29775,29,Core
29792,2,Non core
29793,1,Non core
29796,2,Non core
29805,43,Non core
29811,2,Non core
29828,2,Non core
29831,1,Non core
29834,1,Non core
29850,1,Non core
29863,2,Non core
29864,2,Non core
29865,25,Core
29866,3,Non core
29870,7,Non core
29874,3,Non core
29880,1,Non core
29889,3,Non core
29891,2,Non core
29907,2,Non core
29908,2,Non core
29909,9,Non core
29911,7,Non core
29941,2,Non core
29954,4,Non core
29958,2,Non core
29960,2,Non core
29964,2,Non core
29970,4,Non core
29974,2,Core
29979,3,Non core
29982,1,Non core
29995,1,Non core
30002,20,Core
30004,1,Non core
30009,1,Non core
30013,3,Non core
30025,3,Core
30028,16,Non core
30033,1,Non core
30054,3,Non core
30073,14,Core
30074,2,Non core
30075,5,Non core
30077,23,Core
30081,3,Non core
30084,1,Non core
30092,77,Non core
30095,2,Non core
30099,5,Non core
30107,2,Non core
30110,3,Non core
30113,2,Non core
30126,10,Non core
30128,1,Non core
30132,3,Non core
30133,11,Non core
30143,1,Non core
30148,2,Non core
30154,1,Non core
30158,4,Non core
30159,1,Non core
30165,1,Non core
30170,3,Non core
30171,2,Non core
30173,1,Non core
30175,1,Non core
30176,1,Non core
30177,2,Non core
30192,2,Non core
30198,2,Non core
30200,3,Non core
30209,3,Non core
30211,3,Non core
30218,3,Non core
30220,2,Non core
30221,10,Non core
30229,5,Non core
30238,3,Non core
30247,3,Non core
30252,1,Non core
30262,1,Non core
30272,2,Non core
30278,1,Non core
30297,1,Non core
30298,19,Non core
30309,3,Non core
30314,2,Non core
30317,1,Non core
30322,4,Non core
30324,3,Non core
30356,82,Non core
30357,4,Non core
30380,13,Core
30384,168,Non core
30395,7,Non core
30396,3,Non core
30407,13,Core
30408,23,Non core
30409,2,Non core
30410,1,Non core
30418,2,Non core
30421,1,Non core
30428,1,Non core
30434,1,Non core
30438,7,Non core
30442,5,Non core
30445,2,Non core
30447,10,Non core
30449,17,Core
30454,1,Non core
30455,19,Core
30456,2,Non core
30458,2,Non core
30463,1,Non core
30474,1,Non core
30491,50,Core
30495,3,Non core
30515,4,Non core
30516,1,Non core
30523,7,Core
30531,1,Non core
30533,2,Non core
30534,6,Non core
30539,2,Non core
30547,3,Non core
30555,2,Non core
30561,48,Non core
30562,6,Core
30566,4,Non core
30571,1,Non core
30582,2,Non core
30598,5,Non core
30603,2,Non core
30609,6,Non core
30615,33,Non core
30617,2,Non core
30618,2,Non core
30619,2,Non core
30621,3,Non core
30623,3,Core
30629,1,Non core
30636,1,Non core
30643,3,Non core
30648,2,Non core
30650,2,Non core
30657,2,Non core
30660,3,Non core
30661,1,Non core
30669,3,Non core
30670,65,Non core
30674,28,Non core
30676,3,Non core
30678,2,Non core
30679,2,Non core
30683,1,Non core
30687,2,Non core
30690,2,Non core
30692,2,Non core
30695,11,Non core
30696,28,Non core
30705,2,Non core
30717,25,Non core
30722,1,Non core
30728,3,Non core
30729,2,Non core
30735,3,Non core
30736,1,Non core
30740,3,Non core
30742,6,Core
30744,3,Non core
30746,3,Non core
30750,18,Non core
30755,5,Non core
30759,3,Core
30772,1,Non core
30775,1,Non core
30777,3,Core
30788,1,Non core
30793,6,Non core
30796,3,Non core
30810,4,Non core
30814,10,Non core
30834,1,Non core
30842,2,Non core
30844,2,Non core
30855,2,Non core
30857,2,Non core
30858,9,Non core
30859,2,Non core
30882,1,Non core
30883,6,Non core
30893,7,Non core
30900,3,Non core
30902,1,Non core
30905,1,Non core
30906,3,Non core
30911,6,Non core
30920,1,Non core
30921,3,Non core
30927,7,Non core
30944,2,Non core
30960,3,Non core
30963,2,Non core
30996,3,Non core
30998,3,Non core
31001,5,Non core
31004,2,Non core
31012,1,Non core
31016,5,Non core
31019,1,Non core
31020,4,Non core
31027,62,Non core
31031,2,Non core
31033,3,Core
31039,9,Non core
31052,4,Non core
31055,2,Non core
31068,19,Non core
31072,4,Non core
31075,13,Non core
31093,2,Non core
31106,1,Non core
31108,3,Non core
31182,2,Non core
31189,3,Non core
31197,7,Non core
31204,4,Non core
31209,3,Non core
31210,1,Non core
31213,4,Core
31239,3,Core
31241,2,Non core
31245,66,Non core
31255,1,Non core
31256,2,Non core
31258,3,Non core
31268,2,Non core
31280,4,Non core
31288,2,Non core
31289,88,Non core
31291,5,Non core
31310,5,Non core
31319,1,Non core
31324,1,Non core
31333,2,Non core
31335,5,Non core
31353,2,Non core
31357,1,Non core
31412,65,Core
31416,1,Non core
31417,2,Non core
31418,2,Non core
31420,7,Non core
31425,2,Non core
31446,7,Non core
31449,3,Non core
31450,3,Non core
31455,5,Non core
31456,1,Non core
31460,1,Non core
31464,1,Non core
31479,4,Non core
31482,1,Non core
31500,1,Non core
31502,1,Non core
31503,4,Non core
31506,6,Non core
31510,5,Non core
31516,1,Non core
31525,2,Non core
31528,2,Non core
31537,1,Non core
31539,1,Non core
31542,27,Core
31552,1,Non core
31556,1,Non core
31558,1,Non core
31562,2,Non core
31563,2,Non core
31565,3,Non core
31568,1,Non core
31572,2,Non core
31575,1,Non core
31580,2,Non core
31581,2,Non core
31615,1,Non core
31616,3,Non core
31643,1,Non core
31647,1,Non core
31648,2,Non core
31652,3,Non core
31662,3,Non core
31663,1,Non core
31664,2,Non core
31668,3,Non core
31669,1,Non core
31683,1,Non core
31695,4,Non core
31706,1,Non core
31707,2,Non core
31713,2,Non core
31719,2,Non core
31721,4,Non core
31730,1,Non core
31733,2,Non core
31737,4,Core
31746,10,Non core
31749,9,Non core
31750,5,Non core
31752,1,Non core
31754,2,Non core
31769,2,Non core
31779,2,Non core
31792,7,Non core
31806,1,Non core
31813,3,Non core
31814,4,Non core
31817,3,Non core
31821,2,Core
31823,2,Non core
31825,35,Non core
31827,33,Non core
31828,60,Non core
31835,1,Non core
31836,4,Non core
31845,3,Non core
31857,3,Core
31859,1,Non core
31866,1,Non core
31870,2,Non core
31871,2,Non core
31872,1,Non core
31880,1,Non core
31882,8,Non core
31885,1,Non core
31902,1,Non core
31903,2,Non core
31906,1,Non core
31916,5,Non core
31928,1,Non core
31933,1,Non core
31936,1,Non core
31939,1,Non core
31943,1,Non core
31959,3,Non core
31960,1,Non core
31971,2,Non core
31976,4,Non core
31983,1,Non core
32020,17,Non core
32029,84,Non core
32036,1,Non core
32053,6,Non core
32067,68,Non core
32070,3,Non core
32073,1,Non core
32074,1,Non core
32075,1,Non core
32084,1,Non core
32090,2,Non core
32102,15,Core
32108,2,Non core
32110,1,Non core
32114,18,Non core
32148,3,Non core
32158,1,Non core
32163,3,Non core
32171,1,Non core
32177,6,Non core
32181,1,Non core
32190,3,Non core
32197,2,Non core
32203,3,Non core
32204,2,Non core
32205,2,Non core
32211,6,Non core
32219,3,Non core
32220,2,Non core
32231,9,Non core
32238,61,Non core
32240,10,Non core
32245,3,Non core
32260,2,Non core
32266,1,Non core
32274,2,Non core
32281,2,Non core
32287,1,Non core
32288,9,Non core
32291,101,Non core
32296,1,Non core
32304,4,Core
32322,1,Non core
32324,1,Non core
32326,57,Non core
32333,1,Non core
32349,8,Non core
32352,2,Non core
32363,11,Non core
32375,1,Non core
32388,2,Non core
32395,1,Non core
32398,3,Non core
32411,7,Non core
32417,2,Non core
32425,1,Non core
32431,6,Non core
32432,4,Non core
32433,2,Non core
32447,1,Non core
32450,1,Non core
32458,11,Non core
32469,1,Non core
32471,2,Non core
32475,2,Non core
32493,7,Non core
32518,3,Non core
32519,2,Non core
32522,1,Non core
32523,6,Non core
32531,4,Non core
32533,2,Non core
32537,2,Non core
32541,2,Non core
32542,2,Non core
32553,5,Non core
32577,8,Core
32578,6,Non core
32581,3,Non core
32586,5,Non core
32589,1,Non core
32594,4,Non core
32617,1,Non core
32635,2,Non core
32637,3,Non core
32643,3,Non core
32657,10,Non core
32666,36,Core
32667,8,Non core
32671,2,Non core
32673,2,Non core
32674,1,Non core
32675,1,Non core
32677,2,Non core
32688,1,Non core
32690,2,Non core
32707,2,Non core
32712,2,Non core
32717,2,Non core
32722,2,Non core
32728,5,Non core
32736,4,Non core
32745,1,Non core
32755,14,Non core
32787,2,Non core
32802,2,Non core
32803,3,Non core
32814,1,Non core
32833,1,Non core
32842,1,Non core
32860,1,Non core
32871,1,Non core
32880,2,Non core
32881,3,Non core
32919,12,Non core
32921,31,Non core
32926,56,Non core
32927,16,Non core
32930,1,Non core
32956,2,Non core
32962,12,Core
32968,4,Non core
